"","year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del","arr_cancelled","arr_diverted","arr_delay","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"9785",2015,9,"MQ","Envoy Air","BIS","Bismarck/Mandan, ND: Bismarck Municipal",60,12,0,0,556,178,183,82,0,113
"8375",2015,8,"DL","Delta Air Lines Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",54,7,1,0,321,164,46,0,0,111
"11578",2015,11,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",222,15,0,0,1285,534,70,549,0,132
"1510",2015,2,"DL","Delta Air Lines Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",24,8,1,0,338,59,23,49,0,207
"549",2015,1,"F9","Frontier Airlines Inc.","LGA","New York, NY: LaGuardia",62,29,4,0,1814,621,0,958,0,235
"10000",2015,9,"OO","SkyWest Airlines Inc.","RKS","Rock Springs, WY: Rock Springs Sweetwater County",56,1,2,0,68,65,0,2,0,1
"22",2015,1,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",371,92,2,4,4852,1991,407,792,5,1657
"11067",2015,10,"OO","SkyWest Airlines Inc.","BTM","Butte, MT: Bert Mooney",62,4,1,0,103,29,0,43,0,31
"1358",2015,2,"B6","JetBlue Airways","SJC","San Jose, CA: Norman Y. Mineta San Jose International",16,2,1,2,125,50,0,30,0,45
"2947",2015,3,"MQ","Envoy Air","MAF","Midland/Odessa, TX: Midland International Air and Space Port",214,56,21,0,2975,1488,463,321,9,694
"5252",2015,5,"MQ","Envoy Air","FAR","Fargo, ND: Hector International",116,10,4,0,670,104,217,70,0,279
"6509",2015,6,"NK","Spirit Air Lines","MSP","Minneapolis, MN: Minneapolis-St Paul International",300,160,24,1,11690,2580,265,4438,10,4397
"2669",2015,3,"DL","Delta Air Lines Inc.","GNV","Gainesville, FL: Gainesville Regional",31,5,0,0,164,90,0,60,0,14
"6378",2015,6,"MQ","Envoy Air","SJT","San Angelo, TX: San Angelo Regional/Mathis Field",146,29,3,0,1312,366,218,136,13,579
"2624",2015,3,"DL","Delta Air Lines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",173,17,0,0,786,361,16,68,0,341
"2707",2015,3,"EV","ExpressJet Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",6167,1013,147,26,58474,13832,4068,14334,0,26240
"5376",2015,5,"OO","SkyWest Airlines Inc.","LWS","Lewiston, ID: Lewiston Nez Perce County",48,2,0,0,95,95,0,0,0,0
"5451",2015,5,"OO","SkyWest Airlines Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",103,11,2,0,375,237,0,45,0,93
"7783",2015,7,"OO","SkyWest Airlines Inc.","MLI","Moline, IL: Quad City International",21,6,0,0,438,10,0,47,0,381
"3128",2015,3,"OO","SkyWest Airlines Inc.","PDX","Portland, OR: Portland International",577,64,0,3,3387,1004,106,390,0,1887
"6038",2015,6,"DL","Delta Air Lines Inc.","BIL","Billings, MT: Billings Logan International",116,19,0,0,900,346,67,87,0,400
"149",2015,1,"B6","JetBlue Airways","SAN","San Diego, CA: San Diego International",98,18,4,0,895,448,27,276,0,144
"4386",2015,4,"UA","United Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",1655,229,14,0,14033,5088,846,1129,0,6970
"4557",2015,4,"WN","Southwest Airlines Co.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5992,776,41,7,40689,12411,1538,4176,12,22552
"10138",2015,9,"WN","Southwest Airlines Co.","CRP","Corpus Christi, TX: Corpus Christi International",110,7,0,1,273,35,0,33,0,205
"2843",2015,3,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",287,92,1,3,7147,1428,28,2654,0,3037
"7470",2015,7,"EV","ExpressJet Airlines Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",4,1,0,0,16,0,0,3,0,13
"7646",2015,7,"MQ","Envoy Air","MOB","Mobile, AL: Mobile Regional",92,20,0,0,718,469,14,156,0,79
"11519",2015,11,"B6","JetBlue Airways","SMF","Sacramento, CA: Sacramento International",84,10,1,0,726,467,0,81,0,178
"4014",2015,4,"F9","Frontier Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",34,10,0,0,487,100,4,302,0,81
"199",2015,1,"DL","Delta Air Lines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",116,11,0,0,660,313,7,24,0,316
"13182",2015,12,"OO","SkyWest Airlines Inc.","BFL","Bakersfield, CA: Meadows Field",230,44,6,0,2506,592,106,347,0,1461
"9993",2015,9,"OO","SkyWest Airlines Inc.","EAU","Eau Claire, WI: Chippewa Valley Regional",60,9,0,0,387,22,101,213,0,51
"8087",2015,8,"AA","American Airlines Inc.","LGA","New York, NY: LaGuardia",2321,425,65,11,21518,5211,1306,9494,35,5472
"7281",2015,7,"DL","Delta Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",225,43,0,0,2234,877,105,258,0,994
"7143",2015,7,"B6","JetBlue Airways","RDU","Raleigh/Durham, NC: Raleigh-Durham International",244,52,2,0,2748,1164,175,410,0,999
"4284",2015,4,"OO","SkyWest Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",3,0,0,0,0,0,0,0,0,0
"9107",2015,8,"WN","Southwest Airlines Co.","SLC","Salt Lake City, UT: Salt Lake City International",851,168,1,0,8033,3225,94,666,0,4048
"9816",2015,9,"MQ","Envoy Air","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",19,5,0,0,125,35,0,41,0,49
"8039",2015,7,"WN","Southwest Airlines Co.","CLE","Cleveland, OH: Cleveland-Hopkins International",467,137,4,0,6563,2542,117,319,3,3582
"5486",2015,5,"OO","SkyWest Airlines Inc.","PLN","Pellston, MI: Pellston Regional Airport of Emmet County",62,6,2,0,460,242,0,18,0,200
"12890",2015,12,"EV","ExpressJet Airlines Inc.","LBB","Lubbock, TX: Lubbock Preston Smith International",99,12,8,0,375,110,0,161,0,104
"3574",2015,4,"AS","Alaska Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",30,3,0,0,139,8,0,131,0,0
"1833",2015,2,"MQ","Envoy Air","TLH","Tallahassee, FL: Tallahassee International",137,39,8,1,2237,652,366,504,0,715
"317",2015,1,"DL","Delta Air Lines Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",31,3,0,0,272,157,8,10,0,97
"3855",2015,4,"EV","ExpressJet Airlines Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",235,36,4,1,1916,544,158,872,0,342
"3599",2015,4,"AS","Alaska Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",176,14,0,0,715,76,26,64,0,549
"13411",2015,12,"VX","Virgin America","IAD","Washington, DC: Washington Dulles International",132,25,0,0,1634,179,23,143,0,1289
"10563",2015,10,"DL","Delta Air Lines Inc.","BOI","Boise, ID: Boise Air Terminal",57,4,0,0,289,288,0,1,0,0
"7606",2015,7,"MQ","Envoy Air","EWR","Newark, NJ: Newark Liberty International",30,4,2,0,229,118,0,111,0,0
"7275",2015,7,"DL","Delta Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",499,125,0,0,7476,1474,311,4705,0,986
"9663",2015,9,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",150,35,0,1,2655,557,0,959,0,1139
"10104",2015,9,"UA","United Air Lines Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",89,13,1,0,995,207,71,90,0,627
"13464",2015,12,"WN","Southwest Airlines Co.","DTW","Detroit, MI: Detroit Metro Wayne County",587,121,18,0,5715,1816,324,584,0,2991
"6930",2015,6,"WN","Southwest Airlines Co.","PVD","Providence, RI: Theodore Francis Green State",562,156,12,0,9072,3551,653,1234,0,3634
"11292",2015,10,"WN","Southwest Airlines Co.","PVD","Providence, RI: Theodore Francis Green State",539,71,0,0,3336,1574,74,270,0,1418
"8999",2015,8,"UA","United Air Lines Inc.","AUS","Austin, TX: Austin - Bergstrom International",480,100,1,0,7710,2946,579,408,0,3777
"5349",2015,5,"NK","Spirit Air Lines","ORD","Chicago, IL: Chicago O'Hare International",1023,491,28,1,33316,5651,850,14403,27,12385
"10935",2015,10,"NK","Spirit Air Lines","LBE","Latrobe, PA: Arnold Palmer Regional",117,20,1,1,1480,91,26,943,0,420
"925",2015,1,"UA","United Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",174,49,0,0,2248,1028,519,129,0,572
"575",2015,1,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62,5,1,0,160,70,56,30,0,4
"5519",2015,5,"OO","SkyWest Airlines Inc.","CWA","Mosinee, WI: Central Wisconsin",5,1,0,0,15,0,0,13,0,2
"3806",2015,4,"DL","Delta Air Lines Inc.","TUL","Tulsa, OK: Tulsa International",80,7,0,0,415,285,21,60,0,49
"2110",2015,2,"UA","United Air Lines Inc.","ALB","Albany, NY: Albany International",49,21,3,0,1420,393,381,31,0,615
"1708",2015,2,"F9","Frontier Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",16,3,0,0,197,54,0,82,0,61
"5871",2015,6,"AS","Alaska Airlines Inc.","BET","Bethel, AK: Bethel Airport",82,8,1,0,727,216,0,26,0,485
"11100",2015,10,"OO","SkyWest Airlines Inc.","LWS","Lewiston, ID: Lewiston Nez Perce County",53,1,0,0,15,5,0,10,0,0
"12676",2015,12,"DL","Delta Air Lines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",117,20,0,1,1957,285,1066,230,0,376
"7264",2015,7,"DL","Delta Air Lines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",178,30,0,0,1485,391,320,293,0,481
"2171",2015,2,"US","US Airways Inc.","PDX","Portland, OR: Portland International",129,31,2,0,1462,824,72,191,0,375
"2116",2015,2,"UA","United Air Lines Inc.","GUM","Guam, TT: Guam International",28,11,0,0,316,182,0,97,0,37
"11631",2015,11,"DL","Delta Air Lines Inc.","PWM","Portland, ME: Portland International Jetport",30,4,0,0,236,216,0,3,0,17
"1946",2015,2,"OO","SkyWest Airlines Inc.","LAR","Laramie, WY: Laramie Regional",48,13,3,0,833,326,121,167,0,219
"2467",2015,3,"AS","Alaska Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",61,9,1,1,536,261,0,215,0,60
"2392",2015,3,"AA","American Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",224,48,4,0,2282,1092,173,433,0,584
"5745",2015,5,"WN","Southwest Airlines Co.","ECP","Panama City, FL: Northwest Florida Beaches International",196,46,1,3,2095,729,28,263,16,1059
"46",2015,1,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",291,61,3,0,2497,1136,21,340,0,1000
"12132",2015,11,"OO","SkyWest Airlines Inc.","HRL","Harlingen/San Benito, TX: Valley International",32,7,0,0,231,143,0,12,0,76
"4080",2015,4,"MQ","Envoy Air","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",452,86,12,1,4588,1244,566,954,37,1787
"8462",2015,8,"EV","ExpressJet Airlines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",258,40,1,2,2720,959,0,777,0,984
"9176",2015,9,"AA","American Airlines Inc.","ORF","Norfolk, VA: Norfolk International",146,22,0,1,985,390,3,222,0,370
"3253",2015,3,"UA","United Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",773,126,0,1,8015,2462,708,882,0,3963
"7988",2015,7,"WN","Southwest Airlines Co.","BDL","Hartford, CT: Bradley International",555,163,2,0,9659,3150,431,1083,5,4990
"2842",2015,3,"F9","Frontier Airlines Inc.","MCO","Orlando, FL: Orlando International",489,205,8,0,13407,3710,95,4626,0,4976
"888",2015,1,"OO","SkyWest Airlines Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",62,35,7,0,2517,656,696,545,12,608
"7386",2015,7,"EV","ExpressJet Airlines Inc.","ROC","Rochester, NY: Greater Rochester International",105,15,0,0,759,169,63,149,0,378
"6123",2015,6,"DL","Delta Air Lines Inc.","SGF","Springfield, MO: Springfield-Branson National",30,7,0,0,584,113,319,50,0,102
"11574",2015,11,"DL","Delta Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",1261,153,0,4,8136,4282,193,1996,0,1665
"12522",2015,12,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK: Ketchikan International",184,18,1,0,1352,444,0,52,14,842
"10998",2015,10,"OO","SkyWest Airlines Inc.","FSD","Sioux Falls, SD: Joe Foss Field",197,22,1,0,973,526,0,132,0,315
"615",2015,1,"MQ","Envoy Air","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",146,39,5,1,1615,795,117,176,0,527
"3162",2015,3,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",21,3,1,0,92,49,29,0,0,14
"9450",2015,9,"DL","Delta Air Lines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",115,10,0,1,502,205,60,49,0,188
"13194",2015,12,"OO","SkyWest Airlines Inc.","MQT","Marquette, MI: Sawyer International",19,5,2,0,290,109,0,21,0,160
"158",2015,1,"B6","JetBlue Airways","DCA","Washington, DC: Ronald Reagan Washington National",869,166,51,0,10198,3457,451,3228,103,2959
"7672",2015,7,"NK","Spirit Air Lines","BOS","Boston, MA: Logan International",248,60,2,0,3283,1127,140,1326,0,690
"1523",2015,2,"EV","ExpressJet Airlines Inc.","MLI","Moline, IL: Quad City International",229,66,15,1,3654,2167,41,583,0,863
"5568",2015,5,"UA","United Air Lines Inc.","DSM","Des Moines, IA: Des Moines International",56,11,0,1,448,208,0,51,0,189
"12381",2015,11,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1254,213,23,1,8559,2035,345,2056,0,4123
"8650",2015,8,"MQ","Envoy Air","BUF","Buffalo, NY: Buffalo Niagara International",86,18,2,0,830,405,15,29,0,381
"8857",2015,8,"OO","SkyWest Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",159,21,2,1,1249,599,131,208,0,311
"12352",2015,11,"WN","Southwest Airlines Co.","AMA","Amarillo, TX: Rick Husband Amarillo International",136,26,3,0,1506,858,130,321,0,197
"859",2015,1,"OO","SkyWest Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",55,11,0,0,441,236,0,160,0,45
"4248",2015,4,"OO","SkyWest Airlines Inc.","GEG","Spokane, WA: Spokane International",235,27,0,1,1799,1427,0,126,0,246
"4521",2015,4,"US","US Airways Inc.","STX","Christiansted, VI: Henry E. Rohlsen",4,2,0,0,58,30,0,28,0,0
"2651",2015,3,"DL","Delta Air Lines Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",31,7,0,1,1225,1175,0,50,0,0
"9127",2015,8,"WN","Southwest Airlines Co.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",183,63,0,0,3656,1851,39,409,0,1357
"401",2015,1,"EV","ExpressJet Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",334,87,23,0,4754,1227,396,1290,0,1841
"9050",2015,8,"WN","Southwest Airlines Co.","LGA","New York, NY: LaGuardia",986,194,7,1,11011,3278,1157,3215,0,3361
"2596",2015,3,"DL","Delta Air Lines Inc.","ALB","Albany, NY: Albany International",93,23,0,0,990,501,0,207,0,282
"12220",2015,11,"UA","United Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",1620,177,6,1,12307,3957,667,947,0,6736
"11116",2015,10,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",31,9,0,1,193,167,0,8,0,18
"10949",2015,10,"OO","SkyWest Airlines Inc.","YUM","Yuma, AZ: Yuma MCAS/Yuma International",177,19,0,1,695,194,0,182,0,319
"2438",2015,3,"AS","Alaska Airlines Inc.","SMF","Sacramento, CA: Sacramento International",197,22,0,0,1068,315,30,219,0,504
"12384",2015,11,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",6038,948,41,1,39943,10675,1487,7322,22,20437
"7801",2015,7,"OO","SkyWest Airlines Inc.","ESC","Escanaba, MI: Delta County",54,3,0,1,158,100,0,0,0,58
"9342",2015,9,"B6","JetBlue Airways","STT","Charlotte Amalie, VI: Cyril E King",61,1,0,0,21,21,0,0,0,0
"2347",2015,3,"AA","American Airlines Inc.","IAD","Washington, DC: Washington Dulles International",214,54,5,0,2716,966,0,502,0,1248
"2538",2015,3,"DL","Delta Air Lines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",274,40,2,0,1628,696,68,442,0,422
"4183",2015,4,"NK","Spirit Air Lines","LGA","New York, NY: LaGuardia",330,76,5,1,3359,565,27,2126,0,641
"11927",2015,11,"MQ","Envoy Air","ABI","Abilene, TX: Abilene Regional",190,22,4,0,971,324,331,70,0,246
"3929",2015,4,"EV","ExpressJet Airlines Inc.","MLI","Moline, IL: Quad City International",162,26,3,0,1312,525,78,180,0,529
"8839",2015,8,"OO","SkyWest Airlines Inc.","SUN","Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",128,22,2,6,1274,787,0,169,0,318
"6890",2015,6,"WN","Southwest Airlines Co.","BNA","Nashville, TN: Nashville International",2679,625,35,6,36609,10964,2192,3341,0,20112
"10303",2015,10,"AA","American Airlines Inc.","PVD","Providence, RI: Theodore Francis Green State",207,33,3,1,1437,871,0,297,0,269
"9451",2015,9,"DL","Delta Air Lines Inc.","ILM","Wilmington, NC: Wilmington International",30,4,0,0,259,144,75,24,0,16
"41",2015,1,"AA","American Airlines Inc.","MKE","Milwaukee, WI: General Mitchell International",95,14,2,0,658,304,4,80,0,270
"3970",2015,4,"EV","ExpressJet Airlines Inc.","MCO","Orlando, FL: Orlando International",12,4,0,0,184,152,0,0,0,32
"12015",2015,11,"NK","Spirit Air Lines","RSW","Fort Myers, FL: Southwest Florida International",277,58,3,0,3773,752,0,1643,21,1357
"11794",2015,11,"EV","ExpressJet Airlines Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",105,14,0,0,607,455,0,63,0,89
"3986",2015,4,"EV","ExpressJet Airlines Inc.","ABY","Albany, GA: Southwest Georgia Regional",84,19,0,1,936,623,0,122,0,191
"4337",2015,4,"OO","SkyWest Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",85,12,1,1,969,511,65,55,0,338
"12206",2015,11,"OO","SkyWest Airlines Inc.","HIB","Hibbing, MN: Range Regional",79,8,1,1,812,516,4,68,0,224
"6715",2015,6,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",5231,1394,138,28,100011,28400,4112,19504,0,47995
"13107",2015,12,"NK","Spirit Air Lines","DTW","Detroit, MI: Detroit Metro Wayne County",731,173,15,0,10573,3795,43,2424,0,4311
"13129",2015,12,"NK","Spirit Air Lines","LBE","Latrobe, PA: Arnold Palmer Regional",87,22,1,0,1287,529,0,131,6,621
"5159",2015,5,"F9","Frontier Airlines Inc.","MEM","Memphis, TN: Memphis International",44,11,0,0,855,150,0,267,0,438
"940",2015,1,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",291,57,7,0,3203,1712,118,258,0,1115
"6460",2015,6,"MQ","Envoy Air","ALO","Waterloo, IA: Waterloo Regional",56,10,3,0,550,75,7,92,0,376
"11371",2015,11,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",152,28,1,0,1280,377,57,254,0,592
"11564",2015,11,"DL","Delta Air Lines Inc.","MLB","Melbourne, FL: Melbourne International",111,10,0,0,385,287,30,26,0,42
"2118",2015,2,"UA","United Air Lines Inc.","OMA","Omaha, NE: Eppley Airfield",77,21,1,0,1114,385,266,249,0,214
"322",2015,1,"DL","Delta Air Lines Inc.","CAE","Columbia, SC: Columbia Metropolitan",77,4,0,0,121,26,27,6,0,62
"7119",2015,7,"B6","JetBlue Airways","MCO","Orlando, FL: Orlando International",1758,379,19,6,20449,6269,175,3755,46,10204
"10069",2015,9,"UA","United Air Lines Inc.","SAT","San Antonio, TX: San Antonio International",258,26,0,0,1131,565,0,104,0,462
"8412",2015,8,"EV","ExpressJet Airlines Inc.","ACT","Waco, TX: Waco Regional",148,26,2,0,2080,1265,0,134,0,681
"3211",2015,3,"OO","SkyWest Airlines Inc.","DVL","Devils Lake, ND: Devils Lake Regional",49,10,2,0,588,255,0,108,0,225
"11959",2015,11,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",24,6,1,0,331,83,0,68,0,180
"7377",2015,7,"EV","ExpressJet Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",29,0,0,0,0,0,0,0,0,0
"6008",2015,6,"DL","Delta Air Lines Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",67,20,0,0,1819,1031,462,142,0,184
"11487",2015,11,"B6","JetBlue Airways","EWR","Newark, NJ: Newark Liberty International",561,122,4,3,7559,1620,0,4447,0,1492
"7480",2015,7,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1973,546,7,3,38541,6691,270,13412,0,18168
"9114",2015,8,"WN","Southwest Airlines Co.","MCI","Kansas City, MO: Kansas City International",1949,343,9,2,18848,6523,1058,1053,30,10184
"12949",2015,12,"F9","Frontier Airlines Inc.","LGA","New York, NY: LaGuardia",58,19,0,1,1428,573,26,718,0,111
"496",2015,1,"EV","ExpressJet Airlines Inc.","FSM","Fort Smith, AR: Fort Smith Regional",78,15,0,1,869,578,0,22,0,269
"7005",2015,7,"AA","American Airlines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",593,136,1,1,7814,2948,238,1350,0,3278
"260",2015,1,"DL","Delta Air Lines Inc.","DAB","Daytona Beach, FL: Daytona Beach International",119,9,0,0,375,155,23,33,0,164
"10031",2015,9,"UA","United Air Lines Inc.","GUM","Guam, TT: Guam International",30,2,0,0,58,38,20,0,0,0
"6643",2015,6,"OO","SkyWest Airlines Inc.","LGB","Long Beach, CA: Long Beach Airport",113,14,1,0,710,225,0,27,0,458
"10664",2015,10,"EV","ExpressJet Airlines Inc.","CAK","Akron, OH: Akron-Canton Regional",112,9,0,0,586,299,0,98,0,189
"5774",2015,5,"WN","Southwest Airlines Co.","OMA","Omaha, NE: Eppley Airfield",489,98,0,1,5185,1723,6,246,0,3210
"5219",2015,5,"MQ","Envoy Air","BNA","Nashville, TN: Nashville International",399,67,10,0,4395,1122,428,631,0,2214
"5246",2015,5,"MQ","Envoy Air","TVC","Traverse City, MI: Cherry Capital",86,5,3,0,204,54,0,0,0,150
"11089",2015,10,"OO","SkyWest Airlines Inc.","SMX","Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",62,9,1,0,619,92,0,14,0,513
"2322",2015,2,"WN","Southwest Airlines Co.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",1684,265,15,0,11369,3571,118,945,0,6735
"10467",2015,10,"DL","Delta Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",356,22,0,0,872,469,0,78,0,325
"12487",2015,12,"AA","American Airlines Inc.","ALB","Albany, NY: Albany International",82,19,0,0,609,109,15,158,0,327
"1137",2015,1,"WN","Southwest Airlines Co.","MSP","Minneapolis, MN: Minneapolis-St Paul International",647,170,7,0,7752,2051,366,1171,9,4155
"11761",2015,11,"EV","ExpressJet Airlines Inc.","LNK","Lincoln, NE: Lincoln Airport",104,27,2,0,1620,476,187,563,0,394
"422",2015,1,"EV","ExpressJet Airlines Inc.","DAL","Dallas, TX: Dallas Love Field",203,27,0,0,905,152,0,392,0,361
"3323",2015,3,"US","US Airways Inc.","TPA","Tampa, FL: Tampa International",631,114,7,0,6303,2173,176,1663,64,2227
"5420",2015,5,"OO","SkyWest Airlines Inc.","SGF","Springfield, MO: Springfield-Branson National",107,23,3,0,946,141,0,252,0,553
"6200",2015,6,"EV","ExpressJet Airlines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",166,45,7,0,2448,1158,0,308,0,982
"3927",2015,4,"EV","ExpressJet Airlines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",180,17,3,0,828,223,0,191,0,414
"10236",2015,10,"AA","American Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",3774,520,31,9,28043,10713,718,9747,91,6774
"12391",2015,11,"WN","Southwest Airlines Co.","GRR","Grand Rapids, MI: Gerald R. Ford International",150,23,0,0,1556,676,0,51,0,829
"8025",2015,7,"WN","Southwest Airlines Co.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",2053,582,56,1,28858,6937,68,2018,13,19822
"12473",2015,12,"AA","American Airlines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",29,8,1,0,402,245,69,34,0,54
"9862",2015,9,"OO","SkyWest Airlines Inc.","EUG","Eugene, OR: Mahlon Sweet Field",326,33,2,1,1864,517,60,147,0,1140
"4908",2015,5,"DL","Delta Air Lines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",262,29,2,0,1831,443,297,164,0,927
"210",2015,1,"DL","Delta Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",2077,454,94,2,28341,8367,901,10597,0,8476
"12717",2015,12,"DL","Delta Air Lines Inc.","GEG","Spokane, WA: Spokane International",108,16,0,0,762,373,7,279,0,103
"13124",2015,12,"NK","Spirit Air Lines","ACY","Atlantic City, NJ: Atlantic City International",298,55,1,2,3262,381,0,1168,0,1713
"2212",2015,2,"US","US Airways Inc.","ORF","Norfolk, VA: Norfolk International",45,2,3,0,172,42,130,0,0,0
"5652",2015,5,"US","US Airways Inc.","OGG","Kahului, HI: Kahului Airport",45,10,0,0,750,580,0,86,0,84
"10425",2015,10,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",116,26,0,1,1212,502,0,300,0,410
"1705",2015,2,"F9","Frontier Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",136,50,6,0,3189,1105,149,1218,0,717
"11256",2015,10,"WN","Southwest Airlines Co.","BOI","Boise, ID: Boise Air Terminal",268,27,1,0,1278,541,0,108,0,629
"8008",2015,7,"WN","Southwest Airlines Co.","PDX","Portland, OR: Portland International",1200,317,0,0,16382,6416,227,813,10,8916
"10500",2015,10,"DL","Delta Air Lines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",178,7,0,0,194,160,0,23,0,11
"6662",2015,6,"OO","SkyWest Airlines Inc.","MDW","Chicago, IL: Chicago Midway International",42,4,0,0,296,76,0,84,0,136
"5185",2015,5,"F9","Frontier Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",13,2,0,0,184,16,0,28,0,140
"8571",2015,8,"F9","Frontier Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",279,82,1,0,5452,1178,307,2491,0,1476
"13306",2015,12,"OO","SkyWest Airlines Inc.","CWA","Mosinee, WI: Central Wisconsin",1,0,0,0,0,0,0,0,0,0
"9051",2015,8,"WN","Southwest Airlines Co.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",234,41,1,0,1849,661,17,104,0,1067
"10757",2015,10,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",533,102,3,1,5458,1569,0,2186,0,1703
"6164",2015,6,"EV","ExpressJet Airlines Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",251,69,8,0,4194,1573,87,445,0,2089
"6003",2015,6,"DL","Delta Air Lines Inc.","JAX","Jacksonville, FL: Jacksonville International",398,84,1,1,4955,2001,1344,563,0,1047
"8081",2015,8,"AA","American Airlines Inc.","TUL","Tulsa, OK: Tulsa International",213,32,1,0,1707,888,113,141,0,565
