"","year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del","arr_cancelled","arr_diverted","arr_delay","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"4999",2015,5,"EV","ExpressJet Airlines Inc.","TYR","Tyler, TX: Tyler Pounds Regional",95,24,8,1,1324,545,51,426,0,302
"2040",2015,2,"OO","SkyWest Airlines Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",56,34,11,0,2491,574,372,401,0,1144
"171",2015,1,"B6","JetBlue Airways","LGA","New York, NY: LaGuardia",589,234,26,3,14619,2077,109,8234,185,4014
"11412",2015,11,"AS","Alaska Airlines Inc.","SAN","San Diego, CA: San Diego International",428,50,1,7,3148,884,38,1237,15,974
"13193",2015,12,"OO","SkyWest Airlines Inc.","PLN","Pellston, MI: Pellston Regional Airport of Emmet County",62,10,1,1,668,140,37,55,0,436
"10869",2015,10,"MQ","Envoy Air","CMH","Columbus, OH: John Glenn Columbus International",366,54,2,0,3248,607,31,546,0,2064
"5322",2015,5,"MQ","Envoy Air","PNS","Pensacola, FL: Pensacola International",12,0,0,0,0,0,0,0,0,0
"454",2015,1,"EV","ExpressJet Airlines Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",167,32,0,0,1658,996,0,339,0,323
"2889",2015,3,"F9","Frontier Airlines Inc.","MDT","Harrisburg, PA: Harrisburg International",23,3,0,0,117,111,0,6,0,0
"7716",2015,7,"OO","SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",353,90,1,0,5457,2763,95,926,9,1664
"12361",2015,11,"WN","Southwest Airlines Co.","OMA","Omaha, NE: Eppley Airfield",464,65,2,1,3004,1141,77,264,0,1522
"10400",2015,10,"B6","JetBlue Airways","PSE","Ponce, PR: Mercedita",62,10,2,0,557,390,0,61,0,106
"6397",2015,6,"MQ","Envoy Air","ABI","Abilene, TX: Abilene Regional",206,48,1,1,2104,731,363,99,28,883
"12951",2015,12,"F9","Frontier Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",155,30,0,0,2298,1046,22,231,0,999
"9442",2015,9,"DL","Delta Air Lines Inc.","RAP","Rapid City, SD: Rapid City Regional",29,2,0,0,66,0,0,0,0,66
"1684",2015,2,"F9","Frontier Airlines Inc.","MIA","Miami, FL: Miami International",161,68,6,0,4135,779,285,1921,0,1150
"11661",2015,11,"DL","Delta Air Lines Inc.","SBN","South Bend, IN: South Bend International",3,0,0,0,0,0,0,0,0,0
"8230",2015,8,"B6","JetBlue Airways","PDX","Portland, OR: Portland International",206,47,1,0,2520,1045,137,215,0,1123
"12409",2015,12,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",113,19,5,0,694,210,0,54,0,430
"315",2015,1,"DL","Delta Air Lines Inc.","PWM","Portland, ME: Portland International Jetport",29,5,2,0,218,45,2,35,0,136
"12290",2015,11,"UA","United Air Lines Inc.","BNA","Nashville, TN: Nashville International",69,14,0,0,547,279,0,101,0,167
"1302",2015,2,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK: Ketchikan International",168,26,1,2,1549,624,188,195,0,542
"10925",2015,10,"NK","Spirit Air Lines","STT","Charlotte Amalie, VI: Cyril E King",9,1,0,0,17,0,0,17,0,0
"3371",2015,3,"US","US Airways Inc.","OMA","Omaha, NE: Eppley Airfield",62,9,0,0,337,238,0,46,1,52
"12449",2015,12,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",8097,1378,51,4,68945,20898,1883,18298,267,27599
"11149",2015,10,"UA","United Air Lines Inc.","KOA","Kona, HI: Kona International Airport at Keahole",106,16,0,0,678,424,0,69,0,185
"3565",2015,4,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",150,32,0,0,2188,670,603,141,2,772
"4076",2015,4,"HA","Hawaiian Airlines Inc.","PPG","Pago Pago, TT: Pago Pago International",8,1,0,0,15,15,0,0,0,0
"3027",2015,3,"MQ","Envoy Air","EYW","Key West, FL: Key West International",65,6,3,0,503,301,0,17,0,185
"3114",2015,3,"OO","SkyWest Airlines Inc.","PSC","Pasco/Kennewick/Richland, WA: Tri Cities",178,16,1,1,728,206,43,66,0,413
"8938",2015,8,"OO","SkyWest Airlines Inc.","SMX","Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",62,11,2,0,639,31,0,21,186,401
"12570",2015,12,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",363,101,2,1,6773,2059,7,732,144,3831
"10965",2015,10,"OO","SkyWest Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",1630,279,17,7,15536,5834,183,4158,4,5357
"9536",2015,9,"EV","ExpressJet Airlines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",276,27,2,1,1310,159,77,381,0,693
"6668",2015,6,"OO","SkyWest Airlines Inc.","LGA","New York, NY: LaGuardia",8,1,0,0,120,0,0,0,0,120
"7008",2015,7,"AA","American Airlines Inc.","PNS","Pensacola, FL: Pensacola International",62,16,0,1,615,326,0,52,0,237
"13071",2015,12,"MQ","Envoy Air","GRB","Green Bay, WI: Green Bay Austin Straubel International",117,15,5,0,685,78,97,220,0,290
"2276",2015,2,"WN","Southwest Airlines Co.","GEG","Spokane, WA: Spokane International",228,38,0,0,2155,1070,0,66,0,1019
"5936",2015,6,"B6","JetBlue Airways","ABQ","Albuquerque, NM: Albuquerque International Sunport",30,8,1,0,663,214,0,66,0,383
"12552",2015,12,"AS","Alaska Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",31,10,0,0,241,72,8,110,0,51
"10979",2015,10,"OO","SkyWest Airlines Inc.","MFR","Medford, OR: Rogue Valley International - Medford",243,33,0,0,2293,209,995,164,0,925
"8296",2015,8,"DL","Delta Air Lines Inc.","IND","Indianapolis, IN: Indianapolis International",442,58,0,0,2981,1588,447,398,0,548
"7135",2015,7,"B6","JetBlue Airways","SYR","Syracuse, NY: Syracuse Hancock International",124,36,2,0,2627,1150,38,340,1,1098
"10207",2015,9,"WN","Southwest Airlines Co.","OKC","Oklahoma City, OK: Will Rogers World",537,60,0,0,2598,845,15,152,0,1586
"4693",2015,5,"AA","American Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",154,35,6,1,2214,687,364,209,0,954
"7438",2015,7,"EV","ExpressJet Airlines Inc.","GJT","Grand Junction, CO: Grand Junction Regional",31,1,0,0,31,0,0,31,0,0
"1666",2015,2,"EV","ExpressJet Airlines Inc.","AVP","Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",90,32,5,0,1361,459,43,403,0,456
"793",2015,1,"OO","SkyWest Airlines Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",139,41,3,0,2288,1048,87,455,0,698
"1045",2015,1,"US","US Airways Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",145,23,0,0,918,328,0,279,12,299
"8574",2015,8,"F9","Frontier Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",154,25,0,0,1818,609,0,542,0,667
"13171",2015,12,"OO","SkyWest Airlines Inc.","HDN","Hayden, CO: Yampa Valley",67,25,3,2,1545,639,9,217,0,680
"6228",2015,6,"EV","ExpressJet Airlines Inc.","MLI","Moline, IL: Quad City International",102,40,1,0,2461,1149,33,517,0,762
"3192",2015,3,"OO","SkyWest Airlines Inc.","ATW","Appleton, WI: Appleton International",49,9,0,1,832,163,259,61,0,349
"12016",2015,11,"NK","Spirit Air Lines","TPA","Tampa, FL: Tampa International",328,80,2,0,3895,1146,0,1430,91,1228
"7958",2015,7,"VX","Virgin America","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",61,29,0,0,1372,637,146,87,0,502
"5854",2015,6,"AA","American Airlines Inc.","STX","Christiansted, VI: Henry E. Rohlsen",58,13,0,0,518,230,68,38,11,171
"6471",2015,6,"MQ","Envoy Air","TXK","Texarkana, AR: Texarkana Regional-Webb Field",36,5,1,0,127,8,5,21,0,93
"7644",2015,7,"MQ","Envoy Air","RST","Rochester, MN: Rochester International",122,21,2,0,1244,328,26,245,0,645
"8377",2015,8,"DL","Delta Air Lines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",71,12,0,0,558,154,26,53,0,325
"8322",2015,8,"DL","Delta Air Lines Inc.","MDW","Chicago, IL: Chicago Midway International",254,31,0,1,2083,655,394,428,0,606
"8480",2015,8,"EV","ExpressJet Airlines Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",268,53,2,2,3044,931,106,908,0,1099
"12189",2015,11,"OO","SkyWest Airlines Inc.","LGA","New York, NY: LaGuardia",17,4,3,0,166,112,25,13,0,16
"4674",2015,5,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",154,36,7,1,3089,1160,612,386,0,931
"6305",2015,6,"EV","ExpressJet Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",38,5,0,0,363,0,1,78,0,284
"1136",2015,1,"WN","Southwest Airlines Co.","MKE","Milwaukee, WI: General Mitchell International",1122,229,28,7,10281,2779,416,1789,0,5297
"12758",2015,12,"DL","Delta Air Lines Inc.","MSO","Missoula, MT: Missoula International",41,6,0,0,153,52,0,51,0,50
"3392",2015,3,"VX","Virgin America","IAD","Washington, DC: Washington Dulles International",114,11,2,0,788,366,73,88,0,261
"5146",2015,5,"F9","Frontier Airlines Inc.","TTN","Trenton, NJ: Trenton Mercer",279,71,0,0,3870,767,0,1344,0,1759
"10853",2015,10,"MQ","Envoy Air","MGM","Montgomery, AL: Montgomery Regional",88,14,4,0,493,168,144,157,0,24
"8348",2015,8,"DL","Delta Air Lines Inc.","RNO","Reno, NV: Reno/Tahoe International",93,9,0,0,359,240,49,56,0,14
"6677",2015,6,"OO","SkyWest Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",31,16,2,0,866,561,0,249,0,56
"6523",2015,6,"NK","Spirit Air Lines","STT","Charlotte Amalie, VI: Cyril E King",30,6,0,0,324,53,37,181,8,45
"6223",2015,6,"EV","ExpressJet Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",244,49,5,0,2924,1386,100,659,0,779
"2404",2015,3,"AA","American Airlines Inc.","RNO","Reno, NV: Reno/Tahoe International",91,11,3,1,897,487,0,16,0,394
"11534",2015,11,"DL","Delta Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",775,100,0,0,3867,1786,180,1153,0,748
"8273",2015,8,"DL","Delta Air Lines Inc.","LGA","New York, NY: LaGuardia",2116,387,11,7,27468,6776,2209,10409,135,7939
"7598",2015,7,"MQ","Envoy Air","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",66,15,0,0,461,244,16,55,0,146
"8289",2015,8,"DL","Delta Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",1667,282,1,1,13857,6555,916,3638,0,2748
"1008",2015,1,"US","US Airways Inc.","OAK","Oakland, CA: Metropolitan Oakland International",62,15,0,0,579,243,0,38,0,298
"737",2015,1,"NK","Spirit Air Lines","PBG","Plattsburgh, NY: Plattsburgh International",31,9,1,0,349,1,0,309,32,7
"9827",2015,9,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",542,135,9,0,7920,1879,85,2843,44,3069
"3656",2015,4,"B6","JetBlue Airways","PWM","Portland, ME: Portland International Jetport",90,23,2,0,1385,544,0,135,0,706
"13392",2015,12,"UA","United Air Lines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",17,4,1,0,365,86,0,0,0,279
"7694",2015,7,"NK","Spirit Air Lines","SJU","San Juan, PR: Luis Munoz Marin International",62,5,0,0,275,42,0,31,0,202
"4943",2015,5,"DL","Delta Air Lines Inc.","PNS","Pensacola, FL: Pensacola International",214,36,0,0,2425,1334,274,152,0,665
"4336",2015,4,"OO","SkyWest Airlines Inc.","FNT","Flint, MI: Bishop International",45,4,0,0,133,75,0,56,0,2
"10981",2015,10,"OO","SkyWest Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",234,31,1,0,1822,843,0,107,0,872
"5458",2015,5,"OO","SkyWest Airlines Inc.","ATW","Appleton, WI: Appleton International",98,10,4,0,755,322,0,45,0,388
"9021",2015,8,"UA","United Air Lines Inc.","DSM","Des Moines, IA: Des Moines International",67,17,0,0,1326,413,32,32,0,849
"2444",2015,3,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",121,9,0,0,235,67,10,87,0,71
"10714",2015,10,"EV","ExpressJet Airlines Inc.","BGM","Binghamton, NY: Greater Binghamton/Edwin A. Link Field",61,7,0,0,397,207,0,20,0,170
"5084",2015,5,"EV","ExpressJet Airlines Inc.","SBN","South Bend, IN: South Bend International",108,13,2,0,918,257,0,120,0,541
"8097",2015,8,"AA","American Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",346,78,2,2,3917,1736,296,639,15,1231
"8809",2015,8,"OO","SkyWest Airlines Inc.","FLG","Flagstaff, AZ: Flagstaff Pulliam",169,37,2,0,2200,810,184,276,56,874
"12092",2015,11,"OO","SkyWest Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",157,24,3,0,1327,407,12,117,0,791
"8912",2015,8,"OO","SkyWest Airlines Inc.","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",45,12,1,1,609,376,10,120,0,103
"9718",2015,9,"MQ","Envoy Air","JAX","Jacksonville, FL: Jacksonville International",39,3,1,0,157,132,0,25,0,0
"5125",2015,5,"EV","ExpressJet Airlines Inc.","AVL","Asheville, NC: Asheville Regional",63,3,0,0,225,175,0,0,0,50
"3076",2015,3,"OO","SkyWest Airlines Inc.","ELP","El Paso, TX: El Paso International",80,9,0,0,427,134,6,235,0,52
"10426",2015,10,"B6","JetBlue Airways","STX","Christiansted, VI: Henry E. Rohlsen",31,3,0,0,93,29,16,3,0,45
"1773",2015,2,"MQ","Envoy Air","SDF","Louisville, KY: Louisville International-Standiford Field",130,49,22,0,2813,392,270,1110,0,1041
"9815",2015,9,"MQ","Envoy Air","BPT","Beaumont/Port Arthur, TX: Jack Brooks Regional",7,1,0,0,139,19,0,13,0,107
"2791",2015,3,"EV","ExpressJet Airlines Inc.","ERI","Erie, PA: Erie International/Tom Ridge Field",68,5,2,0,321,199,0,84,0,38
"3451",2015,3,"WN","Southwest Airlines Co.","CMH","Columbus, OH: John Glenn Columbus International",948,185,13,4,10669,4579,220,646,19,5205
"3098",2015,3,"OO","SkyWest Airlines Inc.","FSD","Sioux Falls, SD: Joe Foss Field",179,33,1,0,1851,1009,62,201,0,579
"9987",2015,9,"OO","SkyWest Airlines Inc.","BRO","Brownsville, TX: Brownsville South Padre Island International",12,3,0,0,227,221,0,0,0,6
"10858",2015,10,"MQ","Envoy Air","LGA","New York, NY: LaGuardia",565,154,18,0,10008,1793,95,3885,0,4235
"13326",2015,12,"UA","United Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",68,11,1,0,903,598,170,47,0,88
"1558",2015,2,"EV","ExpressJet Airlines Inc.","RIC","Richmond, VA: Richmond International",445,139,61,2,7820,2812,65,1733,0,3210
"9183",2015,9,"AA","American Airlines Inc.","TUL","Tulsa, OK: Tulsa International",207,31,0,0,1703,699,57,62,0,885
"6702",2015,6,"OO","SkyWest Airlines Inc.","CAE","Columbia, SC: Columbia Metropolitan",3,0,0,0,0,0,0,0,0,0
"7010",2015,7,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",147,31,1,1,1134,338,52,84,0,660
"13362",2015,12,"UA","United Air Lines Inc.","JAC","Jackson, WY: Jackson Hole",124,35,4,0,3460,1005,531,181,0,1743
"12779",2015,12,"EV","ExpressJet Airlines Inc.","ACT","Waco, TX: Waco Regional",146,19,1,0,1062,404,0,168,0,490
"1064",2015,1,"US","US Airways Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",24,5,0,0,97,37,0,43,2,15
"7099",2015,7,"AS","Alaska Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",31,0,0,0,0,0,0,0,0,0
"3054",2015,3,"NK","Spirit Air Lines","PHL","Philadelphia, PA: Philadelphia International",71,18,4,0,1617,135,383,584,0,515
"416",2015,1,"EV","ExpressJet Airlines Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",254,49,3,2,2904,1352,0,636,0,916
"2261",2015,2,"WN","Southwest Airlines Co.","CLE","Cleveland, OH: Cleveland-Hopkins International",291,61,13,3,3675,982,360,864,0,1469
"9659",2015,9,"F9","Frontier Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",89,3,0,1,141,48,0,73,0,20
"2728",2015,3,"EV","ExpressJet Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",810,149,35,0,9687,3993,57,1878,0,3759
"8635",2015,8,"MQ","Envoy Air","SDF","Louisville, KY: Louisville International-Standiford Field",33,3,0,0,123,30,0,14,0,79
"8328",2015,8,"DL","Delta Air Lines Inc.","CHA","Chattanooga, TN: Lovell Field",57,7,0,0,517,199,186,4,0,128
"7835",2015,7,"OO","SkyWest Airlines Inc.","MIA","Miami, FL: Miami International",53,10,0,1,698,319,291,73,0,15
"504",2015,1,"EV","ExpressJet Airlines Inc.","ABY","Albany, GA: Southwest Georgia Regional",82,16,1,1,1068,654,0,94,0,320
"1263",2015,2,"AS","Alaska Airlines Inc.","BUR","Burbank, CA: Bob Hope",84,18,0,0,779,153,0,119,0,507
"8771",2015,8,"NK","Spirit Air Lines","MCI","Kansas City, MO: Kansas City International",155,39,5,0,2884,996,0,830,0,1058
"10483",2015,10,"DL","Delta Air Lines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",279,26,0,1,1176,888,0,117,0,171
"12297",2015,11,"UA","United Air Lines Inc.","PVD","Providence, RI: Theodore Francis Green State",4,0,0,0,0,0,0,0,0,0
"11310",2015,11,"AA","American Airlines Inc.","RNO","Reno, NV: Reno/Tahoe International",160,25,2,0,1208,295,123,176,6,608
"783",2015,1,"OO","SkyWest Airlines Inc.","PAH","Paducah, KY: Barkley Regional",61,16,2,0,1032,245,134,143,0,510
"6033",2015,6,"DL","Delta Air Lines Inc.","TVC","Traverse City, MI: Cherry Capital",76,10,0,0,653,242,0,24,0,387
"11659",2015,11,"DL","Delta Air Lines Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",33,5,0,0,287,231,7,15,0,34
"6563",2015,6,"OO","SkyWest Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",60,19,0,0,993,614,45,124,5,205
"560",2015,1,"F9","Frontier Airlines Inc.","MOT","Minot, ND: Minot International",3,1,0,0,16,0,0,0,0,16
"3442",2015,3,"WN","Southwest Airlines Co.","BOI","Boise, ID: Boise Air Terminal",269,39,1,2,1471,386,0,63,0,1022
"3602",2015,4,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",493,92,1,0,5440,1401,78,3643,0,318
"11224",2015,10,"WN","Southwest Airlines Co.","BUR","Burbank, CA: Bob Hope",1250,128,11,0,5390,1923,0,568,3,2896
"9954",2015,9,"OO","SkyWest Airlines Inc.","SAT","San Antonio, TX: San Antonio International",221,32,0,0,1750,532,112,183,19,904
"11043",2015,10,"OO","SkyWest Airlines Inc.","FNT","Flint, MI: Bishop International",56,4,1,0,130,41,0,1,0,88
"11714",2015,11,"EV","ExpressJet Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",104,21,3,0,1350,235,0,157,0,958
"3676",2015,4,"B6","JetBlue Airways","PSE","Ponce, PR: Mercedita",60,15,0,0,811,367,5,76,0,363
"1786",2015,2,"MQ","Envoy Air","SYR","Syracuse, NY: Syracuse Hancock International",56,22,9,0,1525,298,136,529,0,562
"3688",2015,4,"DL","Delta Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",152,18,0,0,730,239,119,186,0,186
"5561",2015,5,"UA","United Air Lines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",484,105,4,3,6145,2558,138,1087,0,2362
"10361",2015,10,"AS","Alaska Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",31,5,0,0,116,38,0,59,0,19
"4959",2015,5,"DL","Delta Air Lines Inc.","PWM","Portland, ME: Portland International Jetport",75,13,0,0,1170,503,56,64,0,547
"5962",2015,6,"B6","JetBlue Airways","BUR","Burbank, CA: Bob Hope",30,7,0,0,518,373,0,108,0,37
"147",2015,1,"B6","JetBlue Airways","SFO","San Francisco, CA: San Francisco International",402,70,18,1,3911,1245,339,1365,54,908
"4116",2015,4,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",138,38,8,1,1721,501,34,665,0,521
"5504",2015,5,"OO","SkyWest Airlines Inc.","RKS","Rock Springs, WY: Rock Springs Sweetwater County",57,8,1,1,410,276,32,20,0,82
"2871",2015,3,"F9","Frontier Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",18,3,0,0,69,11,0,26,0,32
"2354",2015,3,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",374,67,8,0,4142,1607,550,551,0,1434
"2371",2015,3,"AA","American Airlines Inc.","SAT","San Antonio, TX: San Antonio International",480,124,18,0,4804,1935,98,876,0,1895
"6897",2015,6,"WN","Southwest Airlines Co.","CHS","Charleston, SC: Charleston AFB/International",234,70,7,3,4297,1675,231,542,0,1849
"8686",2015,8,"MQ","Envoy Air","GJT","Grand Junction, CO: Grand Junction Regional",89,6,0,0,299,53,0,74,17,155
"12076",2015,11,"OO","SkyWest Airlines Inc.","ASE","Aspen, CO: Aspen Pitkin County Sardy Field",34,11,2,0,581,112,120,77,0,272
"10247",2015,10,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",488,50,6,0,2396,1065,92,412,0,827
"5448",2015,5,"OO","SkyWest Airlines Inc.","CPR","Casper, WY: Casper/Natrona County International",121,11,2,1,506,251,0,94,0,161
"5282",2015,5,"MQ","Envoy Air","CMH","Columbus, OH: John Glenn Columbus International",442,71,15,0,4116,1197,306,585,0,2028
"9261",2015,9,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",132,8,0,0,343,244,0,84,0,15
"806",2015,1,"OO","SkyWest Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",734,154,7,1,8428,3461,53,1153,17,3744
"2468",2015,3,"AS","Alaska Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",31,4,1,0,434,0,0,434,0,0
"6736",2015,6,"UA","United Air Lines Inc.","LGA","New York, NY: LaGuardia",771,275,38,10,21969,4389,1322,10013,0,6245
"11007",2015,10,"OO","SkyWest Airlines Inc.","LNK","Lincoln, NE: Lincoln Airport",156,16,0,0,569,124,0,52,0,393
"110",2015,1,"AS","Alaska Airlines Inc.","SAN","San Diego, CA: San Diego International",439,54,1,1,2487,1161,34,388,0,904
"11774",2015,11,"EV","ExpressJet Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",7,0,0,0,0,0,0,0,0,0
"2557",2015,3,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",1474,312,27,4,18691,4592,1272,5325,0,7502
"8228",2015,8,"B6","JetBlue Airways","SAN","San Diego, CA: San Diego International",124,24,0,0,1218,529,148,356,33,152
"8690",2015,8,"MQ","Envoy Air","MGM","Montgomery, AL: Montgomery Regional",74,8,0,0,351,207,0,19,0,125
"9139",2015,9,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",133,20,0,0,867,432,6,32,0,397
"4226",2015,4,"OO","SkyWest Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3772,693,35,0,36350,8359,321,10192,3,17475
"4318",2015,4,"OO","SkyWest Airlines Inc.","CLD","Carlsbad, CA: McClellan-Palomar",39,3,0,0,108,72,0,36,0,0
"3232",2015,3,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",4017,647,58,9,43369,14211,1817,9351,0,17990
"7374",2015,7,"EV","ExpressJet Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",111,16,0,0,632,112,0,231,0,289
"6217",2015,6,"EV","ExpressJet Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",109,31,11,0,1778,808,14,283,0,673
"13293",2015,12,"OO","SkyWest Airlines Inc.","LGA","New York, NY: LaGuardia",10,1,0,0,121,0,0,0,0,121
"10326",2015,10,"AS","Alaska Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",62,7,0,0,266,147,0,57,0,62
"6373",2015,6,"HA","Hawaiian Airlines Inc.","PDX","Portland, OR: Portland International",30,6,0,0,185,185,0,0,0,0
"12268",2015,11,"UA","United Air Lines Inc.","BOI","Boise, ID: Boise Air Terminal",47,8,0,0,558,205,0,85,0,268
"1769",2015,2,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",153,50,21,0,3468,1044,478,880,0,1066
"6167",2015,6,"EV","ExpressJet Airlines Inc.","CHA","Chattanooga, TN: Lovell Field",280,86,5,1,5134,2723,0,519,0,1892
"851",2015,1,"OO","SkyWest Airlines Inc.","SGU","St. George, UT: St George Regional",147,20,0,0,1159,377,26,234,0,522
"8587",2015,8,"F9","Frontier Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",92,20,0,0,1465,167,0,831,0,467
"9739",2015,9,"MQ","Envoy Air","ABI","Abilene, TX: Abilene Regional",193,12,0,0,466,143,5,52,0,266
"5242",2015,5,"MQ","Envoy Air","OMA","Omaha, NE: Eppley Airfield",84,8,0,0,418,130,128,21,0,139
"8458",2015,8,"EV","ExpressJet Airlines Inc.","PWM","Portland, ME: Portland International Jetport",186,44,0,0,2462,927,45,625,0,865
"7200",2015,7,"DL","Delta Air Lines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",567,103,0,0,5959,2230,388,1172,0,2169
"11249",2015,10,"WN","Southwest Airlines Co.","ALB","Albany, NY: Albany International",335,46,0,0,2180,934,0,114,14,1118
"6283",2015,6,"EV","ExpressJet Airlines Inc.","SCE","State College, PA: University Park",86,34,5,0,2524,914,101,305,0,1204
"10824",2015,10,"MQ","Envoy Air","DRO","Durango, CO: Durango La Plata County",92,8,1,0,429,132,162,69,0,66
"10154",2015,9,"WN","Southwest Airlines Co.","BNA","Nashville, TN: Nashville International",2399,215,2,3,11366,3567,177,1113,0,6509
"1406",2015,2,"DL","Delta Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",487,95,13,1,5929,2697,439,1605,0,1188
"8317",2015,8,"DL","Delta Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",952,153,2,1,9119,3699,684,2288,0,2448
"7124",2015,7,"B6","JetBlue Airways","IAD","Washington, DC: Washington Dulles International",182,30,3,0,1888,987,22,259,0,620
"4369",2015,4,"OO","SkyWest Airlines Inc.","APN","Alpena, MI: Alpena County Regional",52,5,1,0,460,250,0,11,0,199
"13272",2015,12,"OO","SkyWest Airlines Inc.","SUN","Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",102,18,1,37,959,319,92,279,0,269
"1458",2015,2,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",231,42,5,0,2457,1174,172,333,0,778
"10078",2015,9,"NK","Spirit Air Lines","CRW","Charleston/Dunbar, WV: Yeager",3,0,0,0,0,0,0,0,0,0
"897",2015,1,"OO","SkyWest Airlines Inc.","IAD","Washington, DC: Washington Dulles International",19,5,0,0,236,50,0,32,0,154
"1430",2015,2,"DL","Delta Air Lines Inc.","PDX","Portland, OR: Portland International",290,45,0,0,2575,1319,475,378,0,403
