year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2015,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1369,322,86,3,20055,5273,999,6358,0,7425
2015,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2633,445,41,4,25261,10914,1460,3293,42,9552
2015,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12466,2463,203,6,167313,66714,5055,24137,123,71284
2015,1,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",100,22,3,0,1776,1207,0,188,0,381
2015,1,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",169,50,0,4,4175,2602,0,523,0,1050
2015,1,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",876,200,15,0,11993,3108,761,3394,21,4709
2015,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",397,87,1,1,4666,2481,8,625,0,1552
2015,1,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",862,225,53,1,11123,3067,1079,2639,0,4338
2015,1,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",112,21,1,0,1078,394,88,0,0,596
2015,1,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",930,183,20,3,8962,3633,693,1953,0,2683
2015,1,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",889,157,7,1,9667,3807,749,1214,61,3836
2015,1,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",510,110,6,0,5829,2217,577,1326,15,1694
2015,1,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",211,58,1,1,3275,1245,3,560,13,1454
2015,1,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",118,24,1,0,1268,490,0,123,0,655
2015,1,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4330,1002,87,17,56189,16768,2786,13782,202,22651
2015,1,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",508,108,5,1,6130,2031,276,832,0,2991
2015,1,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",283,77,17,0,4236,1378,11,1302,12,1533
2015,1,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",377,111,5,2,7048,3308,466,893,0,2381
2015,1,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",41,10,0,0,437,276,0,57,0,104
2015,1,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",436,85,4,0,3937,1733,239,362,0,1603
2015,1,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3904,862,107,2,49201,13215,1272,12644,46,22024
2015,1,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",371,92,2,4,4852,1991,407,792,5,1657
2015,1,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",238,47,1,0,2242,832,10,458,0,942
2015,1,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",177,35,1,0,2142,878,143,101,0,1020
2015,1,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",173,45,1,0,2301,775,0,171,11,1344
2015,1,AA,American Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",36,5,0,0,275,222,0,53,0,0
2015,1,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",943,217,10,3,9888,3787,413,1867,1,3820
2015,1,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",480,126,0,1,6185,2446,389,1144,10,2196
2015,1,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",430,93,7,1,4221,1434,283,588,0,1916
2015,1,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",36,6,0,0,277,132,5,64,0,76
2015,1,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",94,29,2,0,1612,795,0,85,0,732
2015,1,AA,American Airlines Inc.,HOU,"Houston, TX: William P Hobby",58,8,0,0,538,318,0,48,0,172
2015,1,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",266,52,4,0,2679,1201,170,219,0,1089
2015,1,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",112,26,0,1,1602,590,51,118,0,843
2015,1,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",447,98,3,0,5216,2118,79,788,0,2231
2015,1,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",245,50,3,2,3569,1160,636,393,0,1380
2015,1,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",389,52,1,0,2779,1126,139,138,0,1376
2015,1,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",94,19,6,2,968,422,0,121,0,425
2015,1,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",177,45,1,0,2268,825,141,513,0,789
2015,1,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",450,112,6,0,6219,2689,48,971,24,2487
2015,1,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",95,14,2,0,658,304,4,80,0,270
2015,1,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",207,49,2,1,2362,512,370,558,0,922
2015,1,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",409,64,13,1,3176,1310,497,332,0,1037
2015,1,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",216,63,2,0,2867,1219,131,319,0,1198
2015,1,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1201,306,86,14,15935,3814,1026,5491,0,5604
2015,1,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",291,61,3,0,2497,1136,21,340,0,1000
2015,1,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",151,36,1,1,1848,577,23,189,0,1059
2015,1,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",326,109,23,0,5186,1394,42,2575,0,1175
2015,1,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",652,146,14,0,8644,3527,448,1139,3,3527
2015,1,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",318,72,1,0,3541,1551,444,284,0,1262
2015,1,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",44,11,0,0,322,128,0,118,6,70
2015,1,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",211,49,0,0,2488,923,18,162,0,1385
2015,1,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",57,16,0,0,662,349,10,115,23,165
2015,1,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",59,16,1,1,1693,273,737,172,0,511
2015,1,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",109,38,0,0,2266,1309,256,238,0,463
2015,1,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",248,62,2,0,4150,1650,321,140,0,2039
2015,1,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",314,68,2,0,3417,1421,176,462,0,1358
2015,1,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",157,44,4,0,2044,853,11,191,0,989
2015,1,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",177,42,2,0,2069,972,3,141,0,953
2015,1,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",111,29,1,0,1115,475,9,205,0,426
2015,1,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",124,28,1,0,1084,608,14,77,0,385
2015,1,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",92,23,1,0,1345,430,103,26,18,768
2015,1,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",115,34,0,2,2120,843,22,86,0,1169
2015,1,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",128,29,4,1,1652,551,15,230,0,856
2015,1,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",113,19,0,1,798,380,0,45,0,373
2015,1,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",119,24,1,1,936,409,22,118,0,387
2015,1,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",89,24,2,0,1197,503,0,184,0,510
2015,1,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",76,14,2,0,922,641,25,39,0,217
2015,1,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",353,92,4,0,5905,2157,339,721,0,2688
2015,1,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",31,12,0,0,403,361,0,42,0,0
2015,1,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",27,5,1,0,204,189,0,15,0,0
2015,1,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",58,13,0,0,506,117,3,57,0,329
2015,1,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",62,11,2,0,677,200,16,46,0,415
2015,1,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",200,47,5,1,3621,1723,248,456,0,1194
2015,1,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",58,15,2,0,665,135,3,49,0,478
2015,1,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",50,9,0,0,452,129,0,27,0,296
2015,1,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",147,26,3,1,1042,410,13,59,0,560
2015,1,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",50,7,0,0,477,201,0,12,0,264
2015,1,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",9,7,1,0,338,187,10,31,0,110
2015,1,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",63,13,1,0,618,195,4,31,0,388
2015,1,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",5,3,0,0,145,63,0,21,0,61
2015,1,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",120,23,0,0,690,142,0,342,0,206
2015,1,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4058,603,21,5,31053,6173,2789,7562,2,14527
2015,1,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",592,85,1,1,3712,1438,342,862,0,1070
2015,1,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",58,16,2,0,582,155,0,237,0,190
2015,1,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",108,16,3,1,1180,718,106,307,0,49
2015,1,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",64,9,0,0,299,75,7,174,0,43
2015,1,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",98,16,0,0,723,306,0,310,0,107
2015,1,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,13,0,0,627,162,0,465,0,0
2015,1,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1132,120,3,1,7930,2015,655,1143,0,4117
2015,1,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,4,0,0,107,73,16,18,0,0
2015,1,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",34,5,0,0,263,240,0,23,0,0
2015,1,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1000,117,13,0,6488,2252,526,896,94,2720
2015,1,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",82,6,2,0,378,105,240,33,0,0
2015,1,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",80,17,2,0,1097,331,63,76,0,627
2015,1,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",80,9,0,4,309,63,0,75,0,171
2015,1,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",155,21,0,0,1160,269,48,93,0,750
2015,1,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",186,32,2,6,1662,620,0,235,0,807
2015,1,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",302,44,3,3,2384,407,466,291,0,1220
2015,1,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",93,14,5,0,510,68,0,96,0,346
2015,1,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62,16,1,1,1004,16,0,69,0,919
2015,1,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,16,0,1,1353,173,431,179,0,570
2015,1,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",61,5,1,3,286,35,29,37,0,185
2015,1,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",61,8,0,0,482,276,41,40,0,125
2015,1,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,0,0,0,0,0,0,0,0,0
2015,1,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",383,56,0,0,2601,861,28,701,0,1011
2015,1,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",206,43,0,0,2516,757,27,729,8,995
2015,1,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",407,55,1,5,3308,1231,316,305,0,1456
2015,1,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",451,92,1,1,5100,1269,12,2919,0,900
2015,1,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",439,54,1,1,2487,1161,34,388,0,904
2015,1,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",156,26,0,0,1410,429,8,173,0,800
2015,1,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",198,30,0,0,1444,397,150,178,0,719
2015,1,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",162,27,0,1,1248,567,55,149,0,477
2015,1,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",271,29,0,0,1459,368,0,191,0,900
2015,1,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",93,17,0,0,651,485,0,90,0,76
2015,1,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",12,4,0,0,186,65,0,4,0,117
2015,1,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",95,15,1,3,404,28,18,181,0,177
2015,1,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",32,6,0,0,172,108,2,51,0,11
2015,1,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",105,12,0,0,475,235,0,187,0,53
2015,1,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,2,0,0,110,83,0,27,0,0
2015,1,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",31,3,0,0,63,0,0,47,0,16
2015,1,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",124,15,0,0,535,225,0,229,0,81
2015,1,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",145,31,0,0,1332,721,145,212,0,254
2015,1,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",212,10,0,0,366,72,12,36,0,246
2015,1,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,10,0,0,416,142,0,152,0,122
2015,1,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,9,0,0,251,63,27,99,0,62
2015,1,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31,3,0,0,152,128,0,24,0,0
2015,1,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",31,3,0,0,154,149,0,5,0,0
2015,1,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,3,0,0,160,147,0,13,0,0
2015,1,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",31,1,0,0,15,15,0,0,0,0
2015,1,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",31,0,0,0,0,0,0,0,0,0
2015,1,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,1,0,0,63,63,0,0,0,0
2015,1,AS,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",31,7,0,0,221,124,0,97,0,0
2015,1,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",134,30,0,1,1810,472,120,353,0,865
2015,1,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",275,49,0,1,2776,1033,453,994,0,296
2015,1,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",124,19,0,1,961,389,61,260,0,251
2015,1,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",183,43,0,1,1939,652,24,919,0,344
2015,1,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",30,4,1,0,173,37,49,11,0,76
2015,1,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,8,0,0,431,232,33,22,0,144
2015,1,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,7,0,1,390,13,0,13,0,364
2015,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3494,850,178,5,47046,9764,720,18532,154,17876
2015,1,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1660,415,67,2,21448,6245,504,5913,20,8766
2015,1,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",978,216,22,0,11275,4571,411,2248,80,3965
2015,1,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",621,158,32,1,10096,2236,142,4091,101,3526
2015,1,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",325,55,9,0,3534,692,422,897,16,1507
2015,1,B6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",645,81,10,0,4322,1119,7,391,98,2707
2015,1,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",402,70,18,1,3911,1245,339,1365,54,908
2015,1,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3278,731,245,2,39146,9116,1279,7973,66,20712
2015,1,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",98,18,4,0,895,448,27,276,0,144
2015,1,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",757,197,40,1,12591,3404,680,3349,18,5140
2015,1,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",357,65,17,1,3252,1611,245,1086,0,310
2015,1,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",448,108,25,1,5742,1945,599,1726,46,1426
2015,1,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",61,13,3,0,605,145,0,256,18,186
2015,1,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",327,91,19,2,4384,1391,77,675,18,2223
2015,1,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1594,385,76,1,22760,5911,837,5211,120,10681
2015,1,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",151,30,8,0,1812,503,0,578,0,731
2015,1,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",112,14,1,1,634,278,0,54,0,302
2015,1,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",869,166,51,0,10198,3457,451,3228,103,2959
2015,1,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",531,128,25,1,6781,2192,476,2028,0,2085
2015,1,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",169,40,11,0,2230,796,29,470,0,935
2015,1,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",21,4,1,0,275,1,0,38,0,236
2015,1,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",144,37,2,1,1458,631,0,230,0,597
2015,1,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",97,19,4,0,1073,550,0,286,0,237
2015,1,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",326,80,16,0,4656,1792,296,758,0,1810
2015,1,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",80,24,4,0,1240,492,20,330,0,398
2015,1,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",142,35,5,3,1792,575,75,847,0,295
2015,1,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",170,38,9,0,1971,663,0,732,0,576
2015,1,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",332,67,23,2,3914,1594,0,241,0,2079
2015,1,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",124,36,4,0,1748,618,101,313,0,716
2015,1,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",93,21,6,0,1323,304,352,363,0,304
2015,1,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",589,234,26,3,14619,2077,109,8234,185,4014
2015,1,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",88,19,5,0,928,211,37,306,0,374
2015,1,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",92,15,7,0,844,102,68,189,0,485
2015,1,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",93,21,8,0,842,221,86,351,0,184
2015,1,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",189,39,4,1,2192,855,0,464,0,873
2015,1,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",115,24,8,0,1648,365,24,506,0,753
2015,1,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",135,33,12,0,2481,189,27,1789,0,476
2015,1,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",77,12,2,2,539,177,0,147,0,215
2015,1,B6,JetBlue Airways,HOU,"Houston, TX: William P Hobby",66,15,3,0,880,343,90,360,0,87
2015,1,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",93,28,5,0,1589,485,65,463,0,576
2015,1,B6,JetBlue Airways,SWF,"Newburgh/Poughkeepsie, NY: Stewart International",62,9,5,1,788,466,29,55,0,238
2015,1,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",31,5,1,0,221,47,4,91,0,79
2015,1,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",187,41,10,0,2180,509,224,501,16,930
2015,1,B6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",31,6,0,0,542,330,0,4,0,208
2015,1,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",102,11,2,0,461,298,0,118,0,45
2015,1,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",23,6,1,0,162,39,0,75,0,48
2015,1,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",93,18,5,0,1049,448,0,107,0,494
2015,1,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",248,43,9,0,2628,1078,119,567,0,864
2015,1,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",73,11,2,2,415,160,32,172,0,51
2015,1,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",50,12,4,0,595,373,0,92,0,130
2015,1,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",129,24,14,0,1250,518,0,444,0,288
2015,1,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",78,21,1,0,1233,444,0,46,22,721
2015,1,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",211,40,12,0,2642,1102,179,604,0,757
2015,1,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",81,14,1,1,788,111,0,109,0,568
2015,1,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",127,28,8,0,1434,628,0,312,0,494
2015,1,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",92,10,8,0,602,260,211,112,9,10
2015,1,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",62,13,4,4,542,327,0,77,0,138
2015,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",745,96,13,1,4967,1492,761,1599,0,1115
2015,1,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",116,11,0,0,660,313,7,24,0,316
2015,1,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1009,117,16,0,5308,2006,687,1363,0,1252
2015,1,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4180,510,26,1,30664,13645,3008,5651,0,8360
2015,1,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",297,48,8,1,2318,508,795,622,53,340
2015,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18529,2033,99,14,129006,52021,9768,34586,262,32369
2015,1,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",897,138,5,2,6945,2358,685,1810,0,2092
2015,1,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2680,270,12,1,14991,6701,1628,2276,0,4386
2015,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1797,178,13,4,11056,5351,1173,1527,241,2764
2015,1,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",88,10,0,0,305,114,0,123,0,68
2015,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",570,87,1,0,4306,1743,165,2033,0,365
2015,1,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",338,56,1,3,2092,995,188,517,0,392
2015,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2077,454,94,2,28341,8367,901,10597,0,8476
2015,1,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",622,88,6,2,4058,1024,409,1894,0,731
2015,1,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",383,48,0,0,2233,938,187,542,0,566
2015,1,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",209,27,0,0,1144,438,85,179,0,442
2015,1,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",582,65,1,0,3255,1734,294,654,0,573
2015,1,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",125,11,0,0,489,146,78,46,0,219
