"","year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del","arr_cancelled","arr_diverted","arr_delay","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"9",2015,1,"AA","American Airlines Inc.","ONT","Ontario, CA: Ontario International",112,21,1,0,1078,394,88,0,0,596
"14",2015,1,"AA","American Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",118,24,1,0,1268,490,0,123,0,655
"39",2015,1,"AA","American Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",177,45,1,0,2268,825,141,513,0,789
"55",2015,1,"AA","American Airlines Inc.","STT","Charlotte Amalie, VI: Cyril E King",109,38,0,0,2266,1309,256,238,0,463
"61",2015,1,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",124,28,1,0,1084,608,14,77,0,385
"66",2015,1,"AA","American Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",119,24,1,1,936,409,22,118,0,387
"75",2015,1,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",58,15,2,0,665,135,3,49,0,478
"85",2015,1,"AS","Alaska Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",58,16,2,0,582,155,0,237,0,190
"89",2015,1,"AS","Alaska Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",31,13,0,0,627,162,0,465,0,0
"95",2015,1,"AS","Alaska Airlines Inc.","BRW","Barrow, AK: Wiley Post/Will Rogers Memorial",80,17,2,0,1097,331,63,76,0,627
"98",2015,1,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK: Ketchikan International",186,32,2,6,1662,620,0,235,0,807
"105",2015,1,"AS","Alaska Airlines Inc.","ADK","Adak Island, AK: Adak",9,0,0,0,0,0,0,0,0,0
"115",2015,1,"AS","Alaska Airlines Inc.","BUR","Burbank, CA: Bob Hope",93,17,0,0,651,485,0,90,0,76
"122",2015,1,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",124,15,0,0,535,225,0,229,0,81
"123",2015,1,"AS","Alaska Airlines Inc.","GEG","Spokane, WA: Spokane International",145,31,0,0,1332,721,145,212,0,254
"125",2015,1,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",31,10,0,0,416,142,0,152,0,122
"139",2015,1,"AS","Alaska Airlines Inc.","CDV","Cordova, AK: Merle K Mudhole Smith",60,8,0,0,431,232,33,22,0,144
"146",2015,1,"B6","JetBlue Airways","LGB","Long Beach, CA: Long Beach Airport",645,81,10,0,4322,1119,7,391,98,2707
"154",2015,1,"B6","JetBlue Airways","BDL","Hartford, CT: Bradley International",327,91,19,2,4384,1391,77,675,18,2223
"157",2015,1,"B6","JetBlue Airways","OAK","Oakland, CA: Metropolitan Oakland International",112,14,1,1,634,278,0,54,0,302
"160",2015,1,"B6","JetBlue Airways","IAD","Washington, DC: Washington Dulles International",169,40,11,0,2230,796,29,470,0,935
"161",2015,1,"B6","JetBlue Airways","ABQ","Albuquerque, NM: Albuquerque International Sunport",21,4,1,0,275,1,0,38,0,236
"170",2015,1,"B6","JetBlue Airways","ROC","Rochester, NY: Greater Rochester International",93,21,6,0,1323,304,352,363,0,304
"175",2015,1,"B6","JetBlue Airways","AUS","Austin, TX: Austin - Bergstrom International",189,39,4,1,2192,855,0,464,0,873
"179",2015,1,"B6","JetBlue Airways","HOU","Houston, TX: William P Hobby",66,15,3,0,880,343,90,360,0,87
"186",2015,1,"B6","JetBlue Airways","SJC","San Jose, CA: Norman Y. Mineta San Jose International",23,6,1,0,162,39,0,75,0,48
"193",2015,1,"B6","JetBlue Airways","RDU","Raleigh/Durham, NC: Raleigh-Durham International",211,40,12,0,2642,1102,179,604,0,757
"194",2015,1,"B6","JetBlue Airways","PDX","Portland, OR: Portland International",81,14,1,1,788,111,0,109,0,568
"196",2015,1,"B6","JetBlue Airways","DTW","Detroit, MI: Detroit Metro Wayne County",92,10,8,0,602,260,211,112,9,10
"208",2015,1,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",570,87,1,0,4306,1743,165,2033,0,365
"211",2015,1,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",622,88,6,2,4058,1024,409,1894,0,731
"212",2015,1,"DL","Delta Air Lines Inc.","IND","Indianapolis, IN: Indianapolis International",383,48,0,0,2233,938,187,542,0,566
"218",2015,1,"DL","Delta Air Lines Inc.","DEN","Denver, CO: Denver International",555,83,5,1,3906,1759,296,1058,26,767
"221",2015,1,"DL","Delta Air Lines Inc.","AVL","Asheville, NC: Asheville Regional",61,8,0,0,267,109,8,58,0,92
"223",2015,1,"DL","Delta Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",410,74,22,1,5923,1520,51,3202,0,1150
"229",2015,1,"DL","Delta Air Lines Inc.","CMH","Columbus, OH: John Glenn Columbus International",241,33,0,0,1198,529,41,275,0,353
"233",2015,1,"DL","Delta Air Lines Inc.","MKE","Milwaukee, WI: General Mitchell International",363,37,0,0,1749,779,26,401,0,543
"234",2015,1,"DL","Delta Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",566,56,6,4,2678,968,164,694,0,852
"235",2015,1,"DL","Delta Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",407,47,0,0,2376,1566,97,283,0,430
"244",2015,1,"DL","Delta Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",517,72,0,1,3029,1322,255,758,0,694
"248",2015,1,"DL","Delta Air Lines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",473,57,1,0,3000,1030,130,323,0,1517
"252",2015,1,"DL","Delta Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",186,19,0,0,600,296,73,141,0,90
"262",2015,1,"DL","Delta Air Lines Inc.","ATW","Appleton, WI: Appleton International",38,10,0,0,512,313,10,77,0,112
"266",2015,1,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",243,36,0,0,1491,778,132,203,0,378
"268",2015,1,"DL","Delta Air Lines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",158,22,0,0,837,497,28,150,0,162
"274",2015,1,"DL","Delta Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",126,16,0,1,464,302,21,96,0,45
"290",2015,1,"DL","Delta Air Lines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",36,7,2,0,364,26,67,177,0,94
"291",2015,1,"DL","Delta Air Lines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",189,17,0,0,1036,523,86,85,0,342
"293",2015,1,"DL","Delta Air Lines Inc.","MLB","Melbourne, FL: Melbourne International",118,11,0,0,386,178,10,54,0,144
"296",2015,1,"DL","Delta Air Lines Inc.","FNT","Flint, MI: Bishop International",88,16,0,1,640,341,0,69,0,230
"301",2015,1,"DL","Delta Air Lines Inc.","ELP","El Paso, TX: El Paso International",58,9,0,0,273,182,17,15,0,59
"308",2015,1,"DL","Delta Air Lines Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",73,8,0,0,474,254,0,17,0,203
"326",2015,1,"DL","Delta Air Lines Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",39,4,0,0,220,66,6,0,0,148
"330",2015,1,"DL","Delta Air Lines Inc.","STX","Christiansted, VI: Henry E. Rohlsen",5,0,0,0,0,0,0,0,0,0
"337",2015,1,"DL","Delta Air Lines Inc.","DSM","Des Moines, IA: Des Moines International",78,12,0,0,406,65,62,95,0,184
"347",2015,1,"EV","ExpressJet Airlines Inc.","MHK","Manhattan/Ft. Riley, KS: Manhattan Regional",31,8,0,0,260,76,0,55,0,129
"364",2015,1,"EV","ExpressJet Airlines Inc.","GGG","Longview, TX: East Texas Regional",31,8,0,0,384,176,0,73,0,135
"370",2015,1,"EV","ExpressJet Airlines Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",129,41,5,0,1796,666,75,578,0,477
"371",2015,1,"EV","ExpressJet Airlines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",230,54,9,0,3258,2011,18,558,0,671
"376",2015,1,"EV","ExpressJet Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",93,11,2,2,629,259,33,156,0,181
"379",2015,1,"EV","ExpressJet Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",276,61,23,1,3030,1048,314,697,0,971
"380",2015,1,"EV","ExpressJet Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",210,63,10,0,3571,1398,0,998,0,1175
"386",2015,1,"EV","ExpressJet Airlines Inc.","SAT","San Antonio, TX: San Antonio International",114,26,1,1,2245,996,0,391,0,858
"403",2015,1,"EV","ExpressJet Airlines Inc.","BNA","Nashville, TN: Nashville International",466,120,19,0,6409,2006,163,2035,0,2205
"406",2015,1,"EV","ExpressJet Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",1022,190,50,2,11651,2436,701,3501,0,5013
"407",2015,1,"EV","ExpressJet Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",281,53,20,0,2018,507,0,954,0,557
"408",2015,1,"EV","ExpressJet Airlines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",218,51,9,0,2599,887,128,791,0,793
"412",2015,1,"EV","ExpressJet Airlines Inc.","ERI","Erie, PA: Erie International/Tom Ridge Field",128,29,7,2,2012,825,101,363,0,723
"417",2015,1,"EV","ExpressJet Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",319,99,8,0,5417,1759,31,1268,0,2359
"421",2015,1,"EV","ExpressJet Airlines Inc.","ALB","Albany, NY: Albany International",39,10,1,0,591,207,0,74,0,310
"431",2015,1,"EV","ExpressJet Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",236,62,17,0,4013,1156,114,1089,0,1654
"442",2015,1,"EV","ExpressJet Airlines Inc.","MEI","Meridian, MS: Key Field",84,17,0,0,1333,1085,0,99,0,149
"445",2015,1,"EV","ExpressJet Airlines Inc.","CAK","Akron, OH: Akron-Canton Regional",115,24,1,0,1549,499,186,392,0,472
"451",2015,1,"EV","ExpressJet Airlines Inc.","FNT","Flint, MI: Bishop International",62,20,1,0,1278,284,201,235,0,558
"453",2015,1,"EV","ExpressJet Airlines Inc.","PVD","Providence, RI: Theodore Francis Green State",249,70,23,0,3607,1317,53,1180,0,1057
"455",2015,1,"EV","ExpressJet Airlines Inc.","LRD","Laredo, TX: Laredo International",85,12,2,0,576,176,0,266,0,134
"458",2015,1,"EV","ExpressJet Airlines Inc.","CAE","Columbia, SC: Columbia Metropolitan",371,83,13,0,5691,2111,179,1185,0,2216
"461",2015,1,"EV","ExpressJet Airlines Inc.","CWA","Mosinee, WI: Central Wisconsin",61,19,2,0,1615,224,568,125,0,698
"463",2015,1,"EV","ExpressJet Airlines Inc.","ELP","El Paso, TX: El Paso International",197,36,2,2,1782,618,0,512,0,652
"466",2015,1,"EV","ExpressJet Airlines Inc.","PIA","Peoria, IL: General Downing - Peoria International",147,25,2,0,1769,717,233,484,0,335
"469",2015,1,"EV","ExpressJet Airlines Inc.","ATW","Appleton, WI: Appleton International",146,35,4,1,2133,908,39,305,0,881
"481",2015,1,"EV","ExpressJet Airlines Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",117,14,1,0,654,361,0,47,0,246
"483",2015,1,"EV","ExpressJet Airlines Inc.","AVP","Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",113,37,2,0,1750,631,0,599,0,520
"485",2015,1,"EV","ExpressJet Airlines Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",25,5,0,0,445,168,0,91,0,186
"487",2015,1,"EV","ExpressJet Airlines Inc.","EYW","Key West, FL: Key West International",32,12,0,0,753,475,0,42,0,236
"489",2015,1,"EV","ExpressJet Airlines Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",85,29,2,0,1814,545,0,47,0,1222
"492",2015,1,"EV","ExpressJet Airlines Inc.","ELM","Elmira/Corning, NY: Elmira/Corning Regional",164,56,5,0,3305,1376,382,1019,0,528
"502",2015,1,"EV","ExpressJet Airlines Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",112,20,1,0,1073,753,0,76,0,244
"509",2015,1,"F9","Frontier Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",282,110,3,0,10266,2184,0,3702,0,4380
"519",2015,1,"F9","Frontier Airlines Inc.","MKE","Milwaukee, WI: General Mitchell International",81,33,0,0,1273,384,1,483,0,405
"523",2015,1,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",86,17,0,1,967,103,0,295,0,569
"524",2015,1,"F9","Frontier Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",105,21,1,0,1313,514,1,586,0,212
"528",2015,1,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",188,59,4,0,3455,1315,115,1162,0,863
"530",2015,1,"F9","Frontier Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",121,23,1,0,2178,520,10,339,0,1309
"533",2015,1,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",140,40,0,0,2263,569,2,1061,0,631
"537",2015,1,"F9","Frontier Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",33,10,0,0,551,108,0,212,0,231
"543",2015,1,"F9","Frontier Airlines Inc.","MDT","Harrisburg, PA: Harrisburg International",24,2,0,0,260,146,0,75,0,39
"553",2015,1,"F9","Frontier Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",20,8,1,0,536,44,0,348,0,144
"554",2015,1,"F9","Frontier Airlines Inc.","BMI","Bloomington/Normal, IL: Central Illinois Regional",12,6,0,0,317,118,0,114,0,85
"556",2015,1,"F9","Frontier Airlines Inc.","MEM","Memphis, TN: Memphis International",25,6,0,0,358,29,0,65,0,264
"558",2015,1,"F9","Frontier Airlines Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",3,1,0,0,17,0,0,9,0,8
"559",2015,1,"F9","Frontier Airlines Inc.","MSO","Missoula, MT: Missoula International",3,1,0,0,22,15,0,7,0,0
"563",2015,1,"F9","Frontier Airlines Inc.","MDW","Chicago, IL: Chicago Midway International",20,4,0,0,275,24,0,172,0,79
"569",2015,1,"F9","Frontier Airlines Inc.","SBA","Santa Barbara, CA: Santa Barbara Municipal",3,1,0,0,16,2,0,9,0,5
"577",2015,1,"HA","Hawaiian Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",62,8,0,1,509,97,199,22,0,191
"580",2015,1,"HA","Hawaiian Airlines Inc.","ITO","Hilo, HI: Hilo International",492,69,1,0,2519,1062,7,57,0,1393
"586",2015,1,"HA","Hawaiian Airlines Inc.","PDX","Portland, OR: Portland International",31,3,0,0,84,61,0,0,0,23
"588",2015,1,"MQ","Envoy Air","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",228,98,20,0,5918,1972,697,1406,15,1828
"589",2015,1,"MQ","Envoy Air","ORD","Chicago, IL: Chicago O'Hare International",5657,2031,666,4,153653,24303,3804,51810,131,73605
"597",2015,1,"MQ","Envoy Air","GRR","Grand Rapids, MI: Gerald R. Ford International",265,97,17,1,5974,1184,1028,1860,0,1902
"606",2015,1,"MQ","Envoy Air","CRP","Corpus Christi, TX: Corpus Christi International",146,52,4,0,2240,878,48,515,0,799
"611",2015,1,"MQ","Envoy Air","DSM","Des Moines, IA: Des Moines International",286,94,29,0,5673,1556,1026,1455,0,1636
"619",2015,1,"MQ","Envoy Air","SGF","Springfield, MO: Springfield-Branson National",343,125,10,0,7897,2534,1532,1141,0,2690
"620",2015,1,"MQ","Envoy Air","ABI","Abilene, TX: Abilene Regional",239,65,12,0,3221,1236,234,400,8,1343
"625",2015,1,"MQ","Envoy Air","MEM","Memphis, TN: Memphis International",146,48,9,0,3632,928,762,632,0,1310
"628",2015,1,"HA","Hawaiian Airlines Inc.","PPG","Pago Pago, TT: Pago Pago International",10,1,0,0,20,20,0,0,0,0
"633",2015,1,"MQ","Envoy Air","ROW","Roswell, NM: Roswell International Air Center",89,24,6,3,1370,736,54,145,15,420
"643",2015,1,"MQ","Envoy Air","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",5,2,0,0,130,14,0,116,0,0
"645",2015,1,"MQ","Envoy Air","BDL","Hartford, CT: Bradley International",31,10,4,1,406,87,99,153,0,67
"650",2015,1,"MQ","Envoy Air","FWA","Fort Wayne, IN: Fort Wayne International",177,59,19,0,3036,728,627,908,0,773
"654",2015,1,"MQ","Envoy Air","DAY","Dayton, OH: James M Cox/Dayton International",175,73,18,0,4372,535,952,1243,0,1642
"656",2015,1,"MQ","Envoy Air","LCH","Lake Charles, LA: Lake Charles Regional",31,8,2,0,659,493,21,62,0,83
"666",2015,1,"MQ","Envoy Air","MLI","Moline, IL: Quad City International",142,50,14,0,2796,1101,361,672,0,662
"670",2015,1,"MQ","Envoy Air","MQT","Marquette, MI: Sawyer International",26,12,0,0,1210,324,309,278,0,299
"671",2015,1,"MQ","Envoy Air","GJT","Grand Junction, CO: Grand Junction Regional",62,11,3,1,735,497,42,48,0,148
"675",2015,1,"MQ","Envoy Air","LAX","Los Angeles, CA: Los Angeles International",31,12,1,1,725,103,79,14,0,529
"682",2015,1,"MQ","Envoy Air","JLN","Joplin, MO: Joplin Regional",62,16,3,0,650,269,20,65,0,296
"687",2015,1,"MQ","Envoy Air","CWA","Mosinee, WI: Central Wisconsin",58,25,7,0,1816,528,204,439,0,645
"690",2015,1,"MQ","Envoy Air","GRI","Grand Island, NE: Central Nebraska Regional",61,12,4,0,517,312,26,21,0,158
"694",2015,1,"MQ","Envoy Air","CHA","Chattanooga, TN: Lovell Field",85,25,7,0,1341,316,120,471,0,434
"697",2015,1,"MQ","Envoy Air","TXK","Texarkana, AR: Texarkana Regional-Webb Field",89,16,5,0,831,405,26,92,0,308
"701",2015,1,"MQ","Envoy Air","PIT","Pittsburgh, PA: Pittsburgh International",27,12,4,0,833,209,212,143,0,269
"703",2015,1,"MQ","Envoy Air","MOB","Mobile, AL: Mobile Regional",58,26,2,0,1267,410,7,166,0,684
"706",2015,1,"MQ","Envoy Air","LAW","Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",67,19,6,0,988,428,20,95,0,445
"718",2015,1,"NK","Spirit Air Lines","SAN","San Diego, CA: San Diego International",128,26,0,0,1575,352,0,764,0,459
"722",2015,1,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",723,171,7,2,11981,1654,30,7769,246,2282
"723",2015,1,"NK","Spirit Air Lines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",124,39,0,0,2528,225,0,1528,0,775
"731",2015,1,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",360,108,2,0,6083,987,13,3877,0,1206
"741",2015,1,"NK","Spirit Air Lines","SJU","San Juan, PR: Luis Munoz Marin International",61,16,0,0,544,158,0,386,0,0
"742",2015,1,"NK","Spirit Air Lines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",155,34,0,0,2062,171,0,1368,0,523
"750",2015,1,"OO","SkyWest Airlines Inc.","SBA","Santa Barbara, CA: Santa Barbara Municipal",575,112,14,2,7274,1933,38,420,18,4865
"754",2015,1,"OO","SkyWest Airlines Inc.","SBP","San Luis Obispo, CA: San Luis County Regional",419,68,7,2,3901,1293,188,460,0,1960
"757",2015,1,"OO","SkyWest Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1589,254,26,3,15777,3970,1056,4494,17,6240
"759",2015,1,"OO","SkyWest Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",1150,298,17,4,17387,6864,322,3281,28,6892
"761",2015,1,"OO","SkyWest Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",258,94,3,0,6004,2644,318,1097,12,1933
"767",2015,1,"OO","SkyWest Airlines Inc.","BIL","Billings, MT: Billings Logan International",93,14,0,0,752,183,10,196,0,363
"773",2015,1,"OO","SkyWest Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",166,47,7,0,2158,1052,25,478,0,603
"778",2015,1,"OO","SkyWest Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",643,160,17,0,8830,3476,943,1054,0,3357
"787",2015,1,"OO","SkyWest Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",116,34,1,1,1772,989,0,293,0,490
"801",2015,1,"OO","SkyWest Airlines Inc.","EUG","Eugene, OR: Mahlon Sweet Field",330,79,16,1,4666,1768,530,463,0,1905
"805",2015,1,"OO","SkyWest Airlines Inc.","ATW","Appleton, WI: Appleton International",42,9,0,0,521,231,56,146,0,88
"809",2015,1,"OO","SkyWest Airlines Inc.","GEG","Spokane, WA: Spokane International",223,49,12,1,3291,1151,204,388,0,1548
"818",2015,1,"OO","SkyWest Airlines Inc.","GJT","Grand Junction, CO: Grand Junction Regional",189,30,2,0,1831,742,103,590,0,396
"828",2015,1,"OO","SkyWest Airlines Inc.","YUM","Yuma, AZ: Yuma MCAS/Yuma International",166,30,1,0,1376,559,0,271,0,546
"831",2015,1,"OO","SkyWest Airlines Inc.","JMS","Jamestown, ND: Jamestown Regional",76,23,4,10,1920,1180,168,242,0,330
"835",2015,1,"OO","SkyWest Airlines Inc.","PDX","Portland, OR: Portland International",507,98,9,4,7107,3287,147,655,0,3018
"846",2015,1,"OO","SkyWest Airlines Inc.","TVC","Traverse City, MI: Cherry Capital",8,3,0,0,344,321,0,23,0,0
"856",2015,1,"OO","SkyWest Airlines Inc.","SGF","Springfield, MO: Springfield-Branson National",69,23,2,0,1620,320,30,479,0,791
"860",2015,1,"OO","SkyWest Airlines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",20,12,0,0,734,500,34,121,0,79
"864",2015,1,"OO","SkyWest Airlines Inc.","AVL","Asheville, NC: Asheville Regional",34,17,1,0,1312,310,27,145,0,830
"875",2015,1,"OO","SkyWest Airlines Inc.","CAK","Akron, OH: Akron-Canton Regional",2,2,0,0,175,118,0,36,0,21
"884",2015,1,"OO","SkyWest Airlines Inc.","CIU","Sault Ste. Marie, MI: Chippewa County International",57,13,0,0,1275,340,0,183,0,752
"893",2015,1,"OO","SkyWest Airlines Inc.","RST","Rochester, MN: Rochester International",10,5,0,0,297,50,0,16,0,231
"901",2015,1,"OO","SkyWest Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",8,2,0,0,53,53,0,0,0,0
"904",2015,1,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",30,9,2,0,568,166,313,45,0,44
"917",2015,1,"UA","United Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",3645,724,226,3,43347,13059,1471,10921,32,17864
"924",2015,1,"UA","United Air Lines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",695,133,11,1,7791,3322,951,803,0,2715
"934",2015,1,"UA","United Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",408,130,5,1,7245,4139,197,1283,0,1626
"935",2015,1,"UA","United Air Lines Inc.","LGA","New York, NY: LaGuardia",720,196,52,5,13686,2652,1006,7360,0,2668
"943",2015,1,"UA","United Air Lines Inc.","STT","Charlotte Amalie, VI: Cyril E King",70,16,2,0,1363,549,43,255,0,516
"944",2015,1,"UA","United Air Lines Inc.","TPA","Tampa, FL: Tampa International",562,126,10,0,6235,2489,464,1198,0,2084
"948",2015,1,"UA","United Air Lines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",180,56,3,0,3340,1642,525,270,0,903
"949",2015,1,"UA","United Air Lines Inc.","GEG","Spokane, WA: Spokane International",58,19,0,0,967,495,29,117,0,326
"952",2015,1,"OO","SkyWest Airlines Inc.","APN","Alpena, MI: Alpena County Regional",53,19,3,1,1489,736,182,228,0,343
"954",2015,1,"OO","SkyWest Airlines Inc.","BTM","Butte, MT: Bert Mooney",63,5,2,2,92,23,0,69,0,0
"958",2015,1,"UA","United Air Lines Inc.","HDN","Hayden, CO: Yampa Valley",40,11,0,0,262,121,15,61,0,65
"962",2015,1,"UA","United Air Lines Inc.","SAT","San Antonio, TX: San Antonio International",215,50,1,0,2483,1164,101,335,0,883
"964",2015,1,"UA","United Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",279,74,14,0,4473,1009,701,1707,0,1056
"970",2015,1,"UA","United Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",375,66,17,0,4079,1056,0,1971,0,1052
"973",2015,1,"UA","United Air Lines Inc.","BIL","Billings, MT: Billings Logan International",57,20,0,0,1020,434,82,90,0,414
"976",2015,1,"UA","United Air Lines Inc.","BQN","Aguadilla, PR: Rafael Hernandez",24,8,2,0,529,490,0,29,0,10
"982",2015,1,"UA","United Air Lines Inc.","IND","Indianapolis, IN: Indianapolis International",50,12,0,0,802,501,0,39,0,262
"985",2015,1,"UA","United Air Lines Inc.","ALB","Albany, NY: Albany International",51,17,2,0,1650,203,342,292,0,813
"987",2015,1,"UA","United Air Lines Inc.","OKC","Oklahoma City, OK: Will Rogers World",25,9,0,0,407,101,0,50,0,256
"992",2015,1,"OO","SkyWest Airlines Inc.","OTH","North Bend/Coos Bay, OR: Southwest Oregon Regional",17,7,1,0,505,63,0,143,0,299
"997",2015,1,"US","US Airways Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7720,1183,129,3,50965,17699,1981,15336,131,15818
"1003",2015,1,"US","US Airways Inc.","JFK","New York, NY: John F. Kennedy International",250,76,10,0,3761,1285,0,1682,4,790
"1013",2015,1,"US","US Airways Inc.","HNL","Honolulu, HI: Daniel K Inouye International",64,13,2,1,719,457,0,249,11,2
"1016",2015,1,"US","US Airways Inc.","RSW","Fort Myers, FL: Southwest Florida International",333,73,7,0,3336,967,66,1064,0,1239
"1017",2015,1,"US","US Airways Inc.","PHL","Philadelphia, PA: Philadelphia International",3552,758,202,8,37457,9772,1330,16112,25,10218
"1019",2015,1,"US","US Airways Inc.","LIH","Lihue, HI: Lihue Airport",33,5,0,0,374,348,0,26,0,0
"1022",2015,1,"US","US Airways Inc.","SJU","San Juan, PR: Luis Munoz Marin International",170,53,2,0,2395,752,16,1101,0,526
"1023",2015,1,"US","US Airways Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",133,24,0,0,1047,555,0,136,0,356
"1026",2015,1,"US","US Airways Inc.","LGA","New York, NY: LaGuardia",1008,218,125,4,11088,1646,638,6154,37,2613
"1036",2015,1,"US","US Airways Inc.","RIC","Richmond, VA: Richmond International",110,20,1,0,856,436,0,113,4,303
"1038",2015,1,"US","US Airways Inc.","STT","Charlotte Amalie, VI: Cyril E King",64,16,0,0,1051,439,22,455,0,135
"1044",2015,1,"US","US Airways Inc.","BNA","Nashville, TN: Nashville International",119,12,0,0,295,111,0,140,23,21
"1046",2015,1,"US","US Airways Inc.","PVD","Providence, RI: Theodore Francis Green State",102,20,5,0,911,462,0,97,0,352
"1049",2015,1,"US","US Airways Inc.","ROC","Rochester, NY: Greater Rochester International",31,8,0,0,514,353,0,53,0,108
"1056",2015,1,"US","US Airways Inc.","ILM","Wilmington, NC: Wilmington International",1,0,0,0,0,0,0,0,0,0
"1065",2015,1,"US","US Airways Inc.","TUS","Tucson, AZ: Tucson International",1,1,0,0,86,0,0,0,15,71
"1068",2015,1,"US","US Airways Inc.","STX","Christiansted, VI: Henry E. Rohlsen",5,3,0,0,88,0,0,88,0,0
"1073",2015,1,"VX","Virgin America","SFO","San Francisco, CA: San Francisco International",1349,224,14,2,13556,2088,409,7598,29,3432
