"","year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del","arr_cancelled","arr_diverted","arr_delay","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"2808",2015,3,"EV","ExpressJet Airlines Inc.","RST","Rochester, MN: Rochester International",65,8,1,0,842,601,0,5,0,236
"2813",2015,3,"EV","ExpressJet Airlines Inc.","TLH","Tallahassee, FL: Tallahassee International",65,8,1,0,248,73,0,31,0,144
"2814",2015,3,"EV","ExpressJet Airlines Inc.","MGM","Montgomery, AL: Montgomery Regional",208,46,2,0,2295,1273,0,258,0,764
"2815",2015,3,"EV","ExpressJet Airlines Inc.","GTR","Columbus, MS: Golden Triangle Regional",89,16,2,0,637,305,0,65,0,267
"2819",2015,3,"EV","ExpressJet Airlines Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",31,6,1,0,312,218,0,64,0,30
"2820",2015,3,"EV","ExpressJet Airlines Inc.","FWA","Fort Wayne, IN: Fort Wayne International",81,16,1,1,583,309,0,113,0,161
"2822",2015,3,"EV","ExpressJet Airlines Inc.","GNV","Gainesville, FL: Gainesville Regional",177,49,0,0,2591,1418,0,377,0,796
"2826",2015,3,"EV","ExpressJet Airlines Inc.","CHA","Chattanooga, TN: Lovell Field",203,45,1,0,2028,933,0,212,0,883
"2830",2015,3,"EV","ExpressJet Airlines Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",85,19,6,0,1329,706,0,113,0,510
"2833",2015,3,"EV","ExpressJet Airlines Inc.","CSG","Columbus, GA: Columbus Airport",111,27,0,0,1225,464,0,207,0,554
"2841",2015,3,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",118,48,1,0,1977,409,0,852,0,716
"2848",2015,3,"F9","Frontier Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",93,17,0,0,840,270,0,263,0,307
"2856",2015,3,"F9","Frontier Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",94,35,0,0,2060,397,0,588,0,1075
"2861",2015,3,"F9","Frontier Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",46,9,2,0,849,278,2,281,0,288
"2865",2015,3,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",112,33,0,0,1803,407,0,704,0,692
"2866",2015,3,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",143,35,0,0,1956,734,61,751,0,410
"2867",2015,3,"F9","Frontier Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",42,13,0,0,679,284,0,93,0,302
"2882",2015,3,"F9","Frontier Airlines Inc.","ILG","Wilmington, DE: New Castle",27,11,1,0,795,141,0,238,0,416
"2883",2015,3,"F9","Frontier Airlines Inc.","DSM","Des Moines, IA: Des Moines International",13,6,0,0,354,90,0,186,0,78
"2884",2015,3,"F9","Frontier Airlines Inc.","MDW","Chicago, IL: Chicago Midway International",13,6,0,0,473,49,0,115,0,309
"2892",2015,3,"HA","Hawaiian Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",2754,403,6,1,16443,9534,1394,148,7,5360
"2893",2015,3,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62,9,1,0,333,86,0,28,0,219
"2897",2015,3,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",124,19,0,1,671,528,0,0,0,143
"2898",2015,3,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",75,15,0,0,603,437,0,0,0,166
"2899",2015,3,"HA","Hawaiian Airlines Inc.","SAN","San Diego, CA: San Diego International",31,5,0,1,151,130,0,18,0,3
"2900",2015,3,"HA","Hawaiian Airlines Inc.","SMF","Sacramento, CA: Sacramento International",31,12,0,0,325,237,0,6,0,82
"2908",2015,3,"MQ","Envoy Air","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",6092,1432,509,3,89823,23322,7271,16870,44,42316
"2911",2015,3,"MQ","Envoy Air","RAP","Rapid City, SD: Rapid City Regional",34,3,1,0,126,73,0,3,0,50
"2915",2015,3,"MQ","Envoy Air","OKC","Oklahoma City, OK: Will Rogers World",102,35,5,1,1911,696,132,546,0,537
"2917",2015,3,"MQ","Envoy Air","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",463,111,23,0,5417,2436,548,791,31,1611
"2921",2015,3,"MQ","Envoy Air","GRI","Grand Island, NE: Central Nebraska Regional",62,10,5,1,426,152,0,44,0,230
"2924",2015,3,"MQ","Envoy Air","TYS","Knoxville, TN: McGhee Tyson",175,48,6,0,2831,666,295,821,0,1049
"2929",2015,3,"MQ","Envoy Air","CLL","College Station/Bryan, TX: Easterwood Field",155,35,26,1,1429,478,59,242,0,650
"2935",2015,3,"MQ","Envoy Air","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",54,15,1,0,659,311,35,207,0,106
"2936",2015,3,"MQ","Envoy Air","RST","Rochester, MN: Rochester International",124,27,6,0,1418,549,72,165,0,632
"2937",2015,3,"MQ","Envoy Air","ALO","Waterloo, IA: Waterloo Regional",58,12,2,0,580,259,6,18,0,297
"2939",2015,3,"MQ","Envoy Air","BMI","Bloomington/Normal, IL: Central Illinois Regional",151,30,7,1,1733,809,154,96,0,674
"2943",2015,3,"MQ","Envoy Air","BUF","Buffalo, NY: Buffalo Niagara International",59,21,2,0,779,312,9,266,0,192
"2948",2015,3,"MQ","Envoy Air","LCH","Lake Charles, LA: Lake Charles Regional",62,14,3,0,682,256,91,81,23,231
"2952",2015,3,"MQ","Envoy Air","OMA","Omaha, NE: Eppley Airfield",61,11,2,0,346,117,20,162,0,47
"2954",2015,3,"MQ","Envoy Air","PIT","Pittsburgh, PA: Pittsburgh International",55,8,4,0,260,98,32,35,0,95
"2955",2015,3,"MQ","Envoy Air","DBQ","Dubuque, IA: Dubuque Regional",84,17,5,0,766,353,55,122,0,236
"2956",2015,3,"MQ","Envoy Air","DSM","Des Moines, IA: Des Moines International",262,60,15,0,3453,1542,409,520,0,982
"2963",2015,3,"MQ","Envoy Air","ACT","Waco, TX: Waco Regional",125,44,13,0,1718,773,50,339,23,533
"2966",2015,3,"MQ","Envoy Air","ROW","Roswell, NM: Roswell International Air Center",93,21,7,0,903,346,93,89,32,343
"2967",2015,3,"MQ","Envoy Air","ROC","Rochester, NY: Greater Rochester International",37,10,0,0,468,191,36,26,0,215
"2976",2015,3,"MQ","Envoy Air","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",88,17,2,1,524,222,27,92,0,183
"2981",2015,3,"MQ","Envoy Air","CMI","Champaign/Urbana, IL: University of Illinois/Willard",185,43,5,1,2514,1305,137,513,0,559
"2990",2015,3,"MQ","Envoy Air","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62,18,7,0,1252,183,43,272,0,754
"3004",2015,3,"MQ","Envoy Air","LAX","Los Angeles, CA: Los Angeles International",31,8,6,0,357,24,76,155,0,102
"3009",2015,3,"MQ","Envoy Air","RDU","Raleigh/Durham, NC: Raleigh-Durham International",351,108,42,0,7179,1562,1012,1709,0,2896
"3014",2015,3,"MQ","Envoy Air","CHA","Chattanooga, TN: Lovell Field",93,30,7,0,1382,522,38,340,0,482
"3016",2015,3,"MQ","Envoy Air","LEX","Lexington, KY: Blue Grass",158,33,10,1,1311,555,135,232,16,373
"3019",2015,3,"MQ","Envoy Air","TXK","Texarkana, AR: Texarkana Regional-Webb Field",93,23,9,1,1003,354,114,266,8,261
"3022",2015,3,"MQ","Envoy Air","SPS","Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",87,33,5,0,1223,366,109,231,0,517
"3031",2015,3,"NK","Spirit Air Lines","PDX","Portland, OR: Portland International",31,4,1,0,174,48,0,2,0,124
"3035",2015,3,"NK","Spirit Air Lines","MYR","Myrtle Beach, SC: Myrtle Beach International",266,52,10,1,3064,799,0,1886,0,379
"3039",2015,3,"NK","Spirit Air Lines","ACY","Atlantic City, NJ: Atlantic City International",360,76,3,0,3414,833,54,918,0,1609
"3041",2015,3,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",751,184,11,0,10281,2718,129,3724,0,3710
"3045",2015,3,"NK","Spirit Air Lines","LBE","Latrobe, PA: Arnold Palmer Regional",109,18,3,0,1274,377,97,306,0,494
"3047",2015,3,"NK","Spirit Air Lines","CLE","Cleveland, OH: Cleveland-Hopkins International",154,32,2,0,1702,561,0,594,0,547
"3052",2015,3,"NK","Spirit Air Lines","BOS","Boston, MA: Logan International",163,32,2,0,2062,672,276,604,0,510
"3053",2015,3,"NK","Spirit Air Lines","STT","Charlotte Amalie, VI: Cyril E King",31,8,0,0,485,257,0,148,0,80
"3068",2015,3,"OO","SkyWest Airlines Inc.","ONT","Ontario, CA: Ontario International",390,42,2,1,2232,683,94,232,0,1223
"3072",2015,3,"OO","SkyWest Airlines Inc.","TUS","Tucson, AZ: Tucson International",700,122,3,1,5669,2213,36,1079,57,2284
"3080",2015,3,"OO","SkyWest Airlines Inc.","DEN","Denver, CO: Denver International",3959,572,49,13,35057,8647,2068,4250,26,20066
"3082",2015,3,"OO","SkyWest Airlines Inc.","IDA","Idaho Falls, ID: Idaho Falls Regional",172,16,0,0,672,120,44,173,0,335
"3088",2015,3,"OO","SkyWest Airlines Inc.","LGA","New York, NY: LaGuardia",6,1,0,0,51,42,0,0,0,9
"3090",2015,3,"OO","SkyWest Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",3138,565,99,2,39017,9496,1253,11162,0,17106
"3091",2015,3,"OO","SkyWest Airlines Inc.","SBN","South Bend, IN: South Bend International",281,55,2,2,4075,1796,9,407,0,1863
"3092",2015,3,"OO","SkyWest Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",123,25,0,0,1012,330,0,270,0,412
"3094",2015,3,"OO","SkyWest Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",4072,1048,38,2,52576,9754,883,21612,16,20311
"3097",2015,3,"OO","SkyWest Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",1085,135,3,0,9044,3416,403,1028,0,4197
"3121",2015,3,"OO","SkyWest Airlines Inc.","FAR","Fargo, ND: Hector International",200,28,1,0,1768,788,41,236,0,703
"3123",2015,3,"OO","SkyWest Airlines Inc.","LNK","Lincoln, NE: Lincoln Airport",95,16,1,0,1401,196,32,132,0,1041
"3132",2015,3,"OO","SkyWest Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",233,59,0,0,2778,802,0,241,11,1724
"3133",2015,3,"OO","SkyWest Airlines Inc.","LAN","Lansing, MI: Capital Region International",24,0,0,0,0,0,0,0,0,0
"3136",2015,3,"OO","SkyWest Airlines Inc.","TUL","Tulsa, OK: Tulsa International",120,22,1,1,1387,659,0,176,0,552
"3141",2015,3,"OO","SkyWest Airlines Inc.","FWA","Fort Wayne, IN: Fort Wayne International",262,52,4,2,2903,949,51,374,0,1529
"3145",2015,3,"OO","SkyWest Airlines Inc.","ISN","Williston, ND: Sloulin Field International",172,25,0,0,887,219,0,176,0,492
"3152",2015,3,"OO","SkyWest Airlines Inc.","RKS","Rock Springs, WY: Rock Springs Sweetwater County",62,4,0,1,325,0,33,32,0,260
"3157",2015,3,"OO","SkyWest Airlines Inc.","TWF","Twin Falls, ID: Joslin Field - Magic Valley Regional",58,5,0,0,270,227,0,38,0,5
"3164",2015,3,"OO","SkyWest Airlines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",97,16,2,0,1015,329,0,66,0,620
"3170",2015,3,"OO","SkyWest Airlines Inc.","MOT","Minot, ND: Minot International",59,11,0,0,489,6,114,163,0,206
"3174",2015,3,"OO","SkyWest Airlines Inc.","SGU","St. George, UT: St George Regional",178,19,0,0,907,262,0,233,0,412
"3175",2015,3,"OO","SkyWest Airlines Inc.","RDM","Bend/Redmond, OR: Roberts Field",184,17,0,0,1025,95,0,60,0,870
"3179",2015,3,"OO","SkyWest Airlines Inc.","CHA","Chattanooga, TN: Lovell Field",2,0,0,0,0,0,0,0,0,0
"3180",2015,3,"OO","SkyWest Airlines Inc.","EKO","Elko, NV: Elko Regional",58,1,0,0,70,1,0,69,0,0
"3183",2015,3,"OO","SkyWest Airlines Inc.","BIL","Billings, MT: Billings Logan International",91,10,0,2,465,130,115,42,0,178
"3188",2015,3,"OO","SkyWest Airlines Inc.","LGB","Long Beach, CA: Long Beach Airport",120,8,0,0,454,210,0,82,0,162
"3191",2015,3,"OO","SkyWest Airlines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",61,14,2,1,1117,168,29,241,0,679
"3196",2015,3,"OO","SkyWest Airlines Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",152,20,6,0,1027,343,0,170,0,514
"3197",2015,3,"OO","SkyWest Airlines Inc.","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",58,8,1,0,332,94,0,95,0,143
"3202",2015,3,"OO","SkyWest Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",13,3,0,0,124,86,0,18,0,20
"3207",2015,3,"OO","SkyWest Airlines Inc.","CMX","Hancock/Houghton, MI: Houghton County Memorial",61,12,4,0,624,480,0,47,0,97
"3210",2015,3,"OO","SkyWest Airlines Inc.","MKG","Muskegon, MI: Muskegon County",62,9,3,0,698,92,72,136,0,398
"3220",2015,3,"OO","SkyWest Airlines Inc.","RDD","Redding, CA: Redding Municipal",66,14,1,0,604,148,18,97,0,341
"3221",2015,3,"OO","SkyWest Airlines Inc.","MMH","Mammoth Lakes, CA: Mammoth Lakes Airport",53,7,1,0,394,153,79,48,0,114
"3226",2015,3,"OO","SkyWest Airlines Inc.","COD","Cody, WY: Yellowstone Regional",62,3,1,2,193,0,0,24,0,169
"3227",2015,3,"OO","SkyWest Airlines Inc.","CNY","Moab, UT: Canyonlands Field",53,2,0,0,86,45,0,41,0,0
"3229",2015,3,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",4957,1003,59,4,53408,19244,3524,9394,0,21246
"3233",2015,3,"UA","United Air Lines Inc.","SAN","San Diego, CA: San Diego International",684,113,3,6,6574,2818,760,829,0,2167
"3234",2015,3,"UA","United Air Lines Inc.","EGE","Eagle, CO: Eagle County Regional",62,10,0,0,565,228,0,72,0,265
"3238",2015,3,"UA","United Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",338,76,14,0,5424,1148,160,2179,0,1937
"3241",2015,3,"UA","United Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",634,124,9,2,7233,3111,773,1105,0,2244
"3243",2015,3,"UA","United Air Lines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",459,72,4,1,3707,1770,183,456,0,1298
"3248",2015,3,"UA","United Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",476,97,5,1,5796,1861,319,504,0,3112
"3250",2015,3,"UA","United Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",158,30,0,0,1571,648,147,165,0,611
"3257",2015,3,"UA","United Air Lines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",673,109,7,0,7520,2557,859,527,0,3577
"3266",2015,3,"UA","United Air Lines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",27,9,1,0,356,114,0,21,0,221
"3275",2015,3,"UA","United Air Lines Inc.","JAC","Jackson, WY: Jackson Hole",109,16,0,1,819,186,179,82,0,372
"3277",2015,3,"UA","United Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",192,33,2,0,1646,916,81,188,0,461
"3278",2015,3,"UA","United Air Lines Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",50,8,1,0,417,100,13,1,0,303
"3282",2015,3,"UA","United Air Lines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",54,7,0,0,294,138,0,35,0,121
"3285",2015,3,"UA","United Air Lines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",55,13,2,1,1211,556,0,51,0,604
"3292",2015,3,"UA","United Air Lines Inc.","BOI","Boise, ID: Boise Air Terminal",45,8,0,0,436,177,14,84,0,161
"3297",2015,3,"UA","United Air Lines Inc.","BQN","Aguadilla, PR: Rafael Hernandez",23,9,0,0,751,260,29,20,0,442
"3298",2015,3,"UA","United Air Lines Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",27,2,0,0,81,13,0,0,0,68
"3301",2015,3,"OO","SkyWest Airlines Inc.","BJI","Bemidji, MN: Bemidji Regional",62,4,1,0,169,75,0,94,0,0
"3304",2015,3,"UA","United Air Lines Inc.","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",4,1,0,0,54,54,0,0,0,0
"3306",2015,3,"UA","United Air Lines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",4,1,0,0,68,68,0,0,0,0
"3310",2015,3,"US","US Airways Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4830,630,39,15,29806,9951,1176,8673,16,9990
"3329",2015,3,"US","US Airways Inc.","PIT","Pittsburgh, PA: Pittsburgh International",414,75,4,0,3607,1374,0,784,32,1417
"3330",2015,3,"US","US Airways Inc.","ORD","Chicago, IL: Chicago O'Hare International",638,143,22,0,7303,1511,305,3634,0,1853
"3336",2015,3,"US","US Airways Inc.","STT","Charlotte Amalie, VI: Cyril E King",62,14,0,0,577,226,0,330,0,21
"3339",2015,3,"US","US Airways Inc.","ALB","Albany, NY: Albany International",62,19,0,1,815,484,0,115,0,216
"3340",2015,3,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",499,118,7,1,5176,1863,94,1539,44,1636
"3349",2015,3,"US","US Airways Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",124,21,0,0,930,532,0,79,6,313
"3350",2015,3,"US","US Airways Inc.","SYR","Syracuse, NY: Syracuse Hancock International",57,10,0,0,423,277,0,74,0,72
"3351",2015,3,"US","US Airways Inc.","RIC","Richmond, VA: Richmond International",112,14,1,0,787,433,0,27,0,327
"3352",2015,3,"US","US Airways Inc.","IND","Indianapolis, IN: Indianapolis International",157,29,2,0,935,238,0,435,28,234
"3353",2015,3,"US","US Airways Inc.","PWM","Portland, ME: Portland International Jetport",31,7,0,0,402,216,0,19,0,167
"3356",2015,3,"US","US Airways Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",169,27,2,0,972,326,34,394,0,218
"3372",2015,3,"US","US Airways Inc.","ONT","Ontario, CA: Ontario International",84,21,0,0,747,375,0,107,0,265
"3375",2015,3,"US","US Airways Inc.","GEG","Spokane, WA: Spokane International",62,8,0,0,279,206,0,72,0,1
"3378",2015,3,"US","US Airways Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",10,2,0,0,44,43,0,1,0,0
"3379",2015,3,"OO","SkyWest Airlines Inc.","GFK","Grand Forks, ND: Grand Forks International",3,0,0,0,0,0,0,0,0,0
"3381",2015,3,"US","US Airways Inc.","OAK","Oakland, CA: Metropolitan Oakland International",8,0,0,0,0,0,0,0,0,0
"3386",2015,3,"VX","Virgin America","JFK","New York, NY: John F. Kennedy International",339,90,7,1,7074,752,267,4939,0,1116
"3389",2015,3,"VX","Virgin America","MCO","Orlando, FL: Orlando International",31,4,0,0,86,17,69,0,0,0
"3398",2015,3,"VX","Virgin America","LGA","New York, NY: LaGuardia",111,49,6,0,3241,527,174,2519,0,21
"3399",2015,3,"VX","Virgin America","SEA","Seattle, WA: Seattle/Tacoma International",196,21,0,0,975,209,1,180,0,585
"3407",2015,3,"WN","Southwest Airlines Co.","HRL","Harlingen/San Benito, TX: Valley International",176,26,3,0,1059,581,93,67,0,318
"3411",2015,3,"WN","Southwest Airlines Co.","ISP","Islip, NY: Long Island MacArthur",436,95,23,0,5633,2501,0,368,0,2764
"3413",2015,3,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",6379,1042,47,5,52512,12623,3072,9823,29,26965
"3414",2015,3,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3350,878,55,5,41972,9046,486,14596,11,17833
"3418",2015,3,"WN","Southwest Airlines Co.","MAF","Midland/Odessa, TX: Midland International Air and Space Port",305,55,5,0,2393,1015,112,135,0,1131
"3429",2015,3,"WN","Southwest Airlines Co.","PHL","Philadelphia, PA: Philadelphia International",804,161,54,3,10851,3949,1043,1603,0,4256
"3430",2015,3,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",5347,914,38,7,43601,13901,1111,5128,259,23202
"3431",2015,3,"WN","Southwest Airlines Co.","PIT","Pittsburgh, PA: Pittsburgh International",892,174,18,1,8420,3056,0,598,17,4749
"3437",2015,3,"WN","Southwest Airlines Co.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3672,659,69,4,31320,12177,250,4526,26,14341
"3439",2015,3,"WN","Southwest Airlines Co.","BDL","Hartford, CT: Bradley International",613,151,20,1,7338,4003,8,514,39,2774
"3440",2015,3,"WN","Southwest Airlines Co.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",387,82,6,0,4678,2254,160,317,0,1947
"3443",2015,3,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",796,170,22,2,9874,3027,1068,2306,0,3473
"3446",2015,3,"WN","Southwest Airlines Co.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5888,927,307,22,46320,13993,1315,5403,17,25592
"3448",2015,3,"WN","Southwest Airlines Co.","CHS","Charleston, SC: Charleston AFB/International",210,54,8,0,3126,639,338,283,19,1847
"3454",2015,3,"WN","Southwest Airlines Co.","DAY","Dayton, OH: James M Cox/Dayton International",162,30,4,0,1911,540,185,118,0,1068
"3462",2015,3,"WN","Southwest Airlines Co.","MEM","Memphis, TN: Memphis International",232,61,8,1,3012,1180,101,286,25,1420
"3470",2015,3,"WN","Southwest Airlines Co.","ROC","Rochester, NY: Greater Rochester International",241,52,3,1,2741,1537,0,181,13,1010
"3472",2015,3,"WN","Southwest Airlines Co.","SAN","San Diego, CA: San Diego International",2918,459,33,6,24236,8722,279,2048,3,13184
"3476",2015,3,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1338,312,36,2,16820,4746,531,3820,5,7718
"3480",2015,3,"WN","Southwest Airlines Co.","SMF","Sacramento, CA: Sacramento International",1842,293,11,1,13964,4716,17,535,0,8696
"3481",2015,3,"WN","Southwest Airlines Co.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",1503,190,12,2,7124,2083,0,537,0,4504
"3487",2015,4,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",2683,558,14,6,28791,10588,1661,8712,20,7810
"3489",2015,4,"AA","American Airlines Inc.","OGG","Kahului, HI: Kahului Airport",134,35,0,0,1876,657,87,664,0,468
"3498",2015,4,"AA","American Airlines Inc.","MIA","Miami, FL: Miami International",4343,706,10,6,38997,12272,1503,8766,13,16443
"3501",2015,4,"AA","American Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",270,58,3,1,3703,1137,515,512,0,1539
"3505",2015,4,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",894,167,3,1,8135,2707,591,1234,0,3603
"3507",2015,4,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",258,42,1,1,3099,465,791,447,0,1396
"3508",2015,4,"AA","American Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",180,38,2,0,2213,516,252,307,0,1138
"3509",2015,4,"AA","American Airlines Inc.","KOA","Kona, HI: Kona International Airport at Keahole",42,3,0,0,270,215,0,52,0,3
"3511",2015,4,"AA","American Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",446,87,4,0,4675,1218,448,1383,0,1626
"3513",2015,4,"AA","American Airlines Inc.","JAC","Jackson, WY: Jackson Hole",6,2,0,0,127,124,0,3,0,0
"3520",2015,4,"AA","American Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",193,36,0,1,2427,1045,47,314,6,1015
"3526",2015,4,"AA","American Airlines Inc.","LIH","Lihue, HI: Lihue Airport",46,5,0,0,569,143,0,49,0,377
"3533",2015,4,"AA","American Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",180,31,5,1,2094,277,277,239,0,1301
"3535",2015,4,"AA","American Airlines Inc.","TPA","Tampa, FL: Tampa International",488,82,0,2,5140,1889,632,474,0,2145
"3548",2015,4,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",146,37,2,0,2123,926,234,334,0,629
"3552",2015,4,"AA","American Airlines Inc.","RNO","Reno, NV: Reno/Tahoe International",90,25,0,0,1145,417,107,240,0,381
"3553",2015,4,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",62,13,0,0,1144,207,378,36,0,523
"3557",2015,4,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",120,26,0,1,1553,619,131,103,0,700
"3571",2015,4,"AS","Alaska Airlines Inc.","MCO","Orlando, FL: Orlando International",59,5,0,0,249,16,0,233,0,0
"3588",2015,4,"AS","Alaska Airlines Inc.","ONT","Ontario, CA: Ontario International",57,4,0,0,132,85,0,1,0,46
"3593",2015,4,"AS","Alaska Airlines Inc.","TUS","Tucson, AZ: Tucson International",34,1,0,0,15,0,0,9,0,6
"3595",2015,4,"AS","Alaska Airlines Inc.","SAT","San Antonio, TX: San Antonio International",30,3,0,0,94,12,0,34,0,48
"3604",2015,4,"AS","Alaska Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",30,0,0,0,0,0,0,0,0,0
"3609",2015,4,"AS","Alaska Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",30,2,0,0,106,84,0,8,0,14
"3616",2015,4,"AS","Alaska Airlines Inc.","LIH","Lihue, HI: Lihue Airport",116,9,0,0,312,194,0,77,0,41
"3617",2015,4,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",235,28,0,1,1295,762,0,328,0,205
"3621",2015,4,"AS","Alaska Airlines Inc.","PSG","Petersburg, AK: Petersburg James A Johnson",60,14,1,1,406,62,23,141,0,180
"3631",2015,4,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",3530,688,17,8,36698,9330,1180,9534,0,16654
"3632",2015,4,"B6","JetBlue Airways","ORD","Chicago, IL: Chicago O'Hare International",176,39,1,0,2445,432,164,1120,0,729
"3638",2015,4,"B6","JetBlue Airways","RSW","Fort Myers, FL: Southwest Florida International",470,69,3,0,4058,1662,9,460,10,1917
"3645",2015,4,"B6","JetBlue Airways","LGB","Long Beach, CA: Long Beach Airport",641,75,1,4,3483,1193,84,688,0,1518
"3649",2015,4,"B6","JetBlue Airways","CLE","Cleveland, OH: Cleveland-Hopkins International",3,0,0,0,0,0,0,0,0,0
"3652",2015,4,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",326,70,0,0,3549,1141,52,1138,0,1218
"3653",2015,4,"B6","JetBlue Airways","SMF","Sacramento, CA: Sacramento International",82,8,0,0,397,149,0,69,0,179
"3657",2015,4,"B6","JetBlue Airways","AUS","Austin, TX: Austin - Bergstrom International",186,26,0,0,1696,863,16,456,0,361
"3661",2015,4,"B6","JetBlue Airways","SJC","San Jose, CA: Norman Y. Mineta San Jose International",48,14,0,4,803,276,0,378,0,149
"3666",2015,4,"B6","JetBlue Airways","BUR","Burbank, CA: Bob Hope",30,3,1,0,266,22,0,92,0,152
"3671",2015,4,"B6","JetBlue Airways","SAV","Savannah, GA: Savannah/Hilton Head International",90,13,0,0,745,204,0,206,0,335
"3682",2015,4,"B6","JetBlue Airways","ORH","Worcester, MA: Worcester Regional",60,7,0,0,406,257,0,65,0,84
